1000.1100.1000.55800.020,,Travel,,$434,,$402,,$46,$540,$540,$0,0.00
1000.1100.1000.55800.030,,Travel,,"$1,245",,"$1,109",,$701,"$1,100","$1,100",$0,0.00
1000.1100.1000.55800.040,,Travel,,"$1,223",,"$1,731",,$146,$570,$590,$20,3.51
1000.1100.1000.55800.050,,Travel,,"$3,061",,"$2,121",,$889,"$3,000","$3,000",$0,0.00
1000.1100.1000.56000.050,,Supplies,,$0,,$0,,$49,$0,$0,$0,0.00
1000.1100.1000.56100.010,,Supplies,,"$51,298",,"$54,294",,"$48,048","$60,209","$63,031","$2,822",4.69
1000.1100.1000.56100.020,,Instructional,Supplies,"$37,922",,"$32,220",,"$48,395","$47,731","$47,087",($644),(1.35)
1000.1100.1000.56100.030,,Instructional,Supplies,"$17,972",,"$18,667",,"$16,799","$18,167","$18,357",$190,1.05
1000.1100.1000.56100.040,,Instructional,Supplies,"$35,386",,"$27,100",,"$20,330","$35,066","$37,206","$2,140",6.10
1000.1100.1000.56100.050,,Instructional,Supplies,"$40,458",,"$36,680",,"$53,562","$43,477","$43,313",($164),(0.38)
1000.1100.1000.56110.030,,Equipment,"& Furniture, Instructional",$0,,$0,,$0,$0,"$1,300","$1,300",0.00
1000.1100.1000.56400.010,,Books,,"$10,378",,"$16,969",,"$9,515","$11,517","$12,195",$677,5.88
1000.1100.1000.56400.020,,BOOKS,,"$6,777",,"$5,938",,"$8,096","$16,307","$6,775","($9,532)",(58.45)
1000.1100.1000.56400.030,,Books,,"$3,378",,"$2,194",,"$3,255","$2,371","$2,817",$446,18.82
1000.1100.1000.56400.040,,Books,,"$9,482",,"$9,629",,"$8,309","$6,097","$6,597",$500,8.20
1000.1100.1000.56400.050,,Books,,"$10,298",,"$7,414",,"$9,696","$9,900","$9,823",($77),(0.77)
1000.1100.1000.57300.010,,Equipment,,"$15,115",,"$17,476",,"$20,356","$6,065","$14,110","$8,044",132.63
1000.1100.1000.57300.020,,Equipment,,"$11,239",,"$10,940",,"$18,664","$9,730","$4,865","($4,865)",(50.00)
1000.1100.1000.57300.030,,Equipment,,"$12,459",,"$4,089",,"$4,819","$7,315",$0,"($7,315)",(100.00)
,,,,,,,,,,,3/21/22 Page 5,
