FY27,Article,5 Student,and,Staff,Support-,Proposed,,,,,,,,,
From,Date:,7/1/2026,To,Date:,,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,,Description,,,,,,,,,
Function:,,INSTRUCTIONAL,STAFF TRAINING,- 2213,,,"$19,460.59","$25,914.97",,"$27,514.39","$15,745.00","$15,745.00",,$0.00,0.00
,1000.0000.2220.51010.040,,,,Librarian,Salary,"$62,923.79","$67,014.90",,"$73,495.14","$80,158.00","$86,947.00",,"$6,789.00",8.47
,1000.0000.2220.52010.040,,,,Librarian,Benefits,"$1,266.82",,"$1,362.34","$13,183.04","$6,089.00","$6,308.00",,$219.00,3.60
,1000.0000.2220.52310.040,,,,Retirement,,"$2,319.26",,"$3,000.56","$3,272.69","$3,583.00","$3,887.00",,$304.00,8.48
,1000.0000.2220.54330.040,,,,Software,,"$1,043.00",,"$1,275.42","$1,319.05","$1,500.00","$1,500.00",,$0.00,0.00
,1000.0000.2220.56100.040,,,,Instructional,Supplies,$93.84,,$346.67,$337.11,$350.00,$350.00,,$0.00,0.00
,1000.0000.2220.56400.040,,,Books,,,"$7,578.05",,"$5,610.86","$5,731.69","$5,754.00","$5,544.00",,($210.00),(3.65)
Program:,,OVERHEAD - 0000,,,,,"$75,224.76","$78,610.75",,"$97,338.72","$97,434.00","$104,536.00",,"$7,102.00",7.29
Function:,LIBRARY,SERVICES,- 2220,,,,"$75,224.76","$78,610.75",,"$97,338.72","$97,434.00","$104,536.00",,"$7,102.00",7.29
Cost,Center:,MAST LANDING,- 040,,,,"$281,824.61","$294,202.11",,"$335,929.85","$339,969.00","$363,844.00","$23,875.00",,7.02
,1000.0000.2110.51010.050,,,Social,Worker,Salaries,$0.00,"$42,284.72",,"$47,575.30","$51,075.00","$53,884.00",,"$2,809.00",5.50
,1000.0000.2110.52010.050,,,Social,Worker,Benefits,$0.00,,$985.70,"$1,465.50","$3,400.00","$3,490.00",,$90.00,2.65
,1000.0000.2110.52310.050,,,Social,Worker,Retirement,$0.00,,"$2,180.96","$2,437.62","$2,283.00","$2,409.00",,$126.00,5.52
Program:,,OVERHEAD - 0000,,,,,$0.00,"$45,451.38",,"$51,478.42","$56,758.00","$59,783.00",,"$3,025.00",5.33
Function:,Attendance,& Social,Work - 2110,,,,$0.00,"$45,451.38",,"$51,478.42","$56,758.00","$59,783.00",,"$3,025.00",5.33
,,,,,,,Page,55 of 89,,,,,,,
