,1000.1100.1000.54300.010,,Copiers-,Equipment Maint,"$9,254.83",,,"$13,928.48","$7,958.14","$15,600.00","$15,600.00",,$0.00,0.00
,1000.1100.1000.54330.010,,Software,,"$6,373.46",,,"$8,423.74","$8,762.20","$12,651.00","$14,129.00",,"$1,478.00",11.68
,1000.1100.1000.55800.010,,Travel,,"$2,243.34",,,"$1,286.55","$2,167.88","$5,000.00","$5,000.00",,$0.00,0.00
,1000.1100.1000.56100.010,,Supplies,,"$61,010.49",,,"$65,553.02","$74,802.95","$73,793.00","$77,331.00",,"$3,538.00",4.79
,1000.1100.1000.56110.010,,,"Equipment & Furniture,",,$0.00,,$0.00,"$9,642.34","$5,330.00","$6,124.00",,$794.00,14.90
,,,,Instructional,,,,,,,,,,
,,,,,,Page,3 of 89,,,,,,,
,,,,,,RSU,No. 5,,,,,,,
FY27,Article,1 Regular,Instruction-,Proposed,,,,,,,,,,
From,Date:,7/1/2026,To Date:,6/30/2027,Definition:,FY27,Proposed,,,,,,,
,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,FY23 Actual,,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
,Account,,,Description,,,,,,,,,,
,1000.1100.1000.56400.010,,Books,,"$12,184.34",,,"$15,676.17","$14,767.43","$13,200.00","$13,200.00",,$0.00,0.00
,1000.1100.1000.57300.010,,Equipment,,"$8,100.47",,,"$7,079.23",$0.00,$0.00,$0.00,,$0.00,0.00
,1000.1100.1000.58100.010,,Dues,& Fees,$200.00,,,$379.00,$0.00,$472.00,$472.00,,$0.00,0.00
,Program:,ELEMENTARY PROGRAMS,- 1100,,"$2,730,358.85",,"$3,117,831.11",,"$3,557,894.71","$3,763,723.00","$3,948,459.00","$184,736.00",,4.91
,1000.1120.1000.51010.010,,Teacher,Salaries,"$325,416.22",,"$354,783.90",,"$379,103.79","$414,293.00","$444,784.00","$30,491.00",,7.36
,1000.1120.1000.51020.010,,Ed Tech,Salaries,"$26,992.52",,,"$27,798.30","$25,571.91","$28,221.00","$43,401.00","$15,180.00",,53.79
,1000.1120.1000.52010.010,,Teacher,Benefits,"$73,465.67",,,"$75,750.63","$92,497.80","$106,411.00","$114,275.00",,"$7,864.00",7.39
,1000.1120.1000.52020.010,,Ed Tech,Benefits,"$9,552.78",,,"$9,231.01","$2,273.40","$5,453.00","$11,966.00",,"$6,513.00",119.44
,1000.1120.1000.52310.010,,Retirement,,"$12,565.48",,,"$15,333.01","$16,891.33","$18,519.00","$19,882.00",,"$1,363.00",7.36
,1000.1120.1000.52320.010,,Retirement,,"$1,010.81",,,"$1,199.15","$1,035.11","$1,261.00","$2,095.00",,$834.00,66.14
,Program: K-2,INSTRUCTION - 1120,,,"$449,003.48",,"$484,096.00",,"$517,373.34","$574,158.00","$636,403.00","$62,245.00",,10.84
,1000.4200.1000.53000.010,,JMG,,"$25,000.00",,,"$27,000.00","$27,000.00","$27,000.00","$27,000.00",,$0.00,0.00
,Program: ALT,(AT RISK) ED PROGRAMS,- 4200,,"$25,000.00",,,"$27,000.00","$27,000.00","$27,000.00","$27,000.00",,$0.00,0.00
,1000.4900.1000.51501.010,,GaTE,Art Advisor Stipend,- $636.00,,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,DCS,,,,,,,,,,,
,1000.4900.1000.51502.010,,GaTE,Music Advisor,$587.04,,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,Stipend,- DCS,,,,,,,,,,
,1000.4900.1000.52001.010,,GaTE,Art Stipend Benefits,-,$98.39,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,DCS,,,,,,,,,,,
,1000.4900.1000.52002.010,,GaTE,Music Stipend,$169.59,,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,Benefits,- DCS,,,,,,,,,,
,1000.4900.1000.52301.010,,GaTE,Art Stipend,,$24.42,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,Retirement,- DCS,,,,,,,,,,
,,,,,,Page,4 of 89,,,,,,,
,,,,,,RSU,No. 5,,,,,,,
FY27,Article,1 Regular,Instruction-,Proposed,,,,,,,,,,
From,Date:,7/1/2026,To,Date: 6/30/2027,Definition:,FY27,Proposed,,,,,,,
,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,FY23 Actual,,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
,Account,,,Description,,,,,,,,,,
,1000.4900.1000.52302.010,,,GaTE Music Stipend,,$22.56,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,,Retirement - DCS,,,,,,,,,,
,Program: GIFTED,& TALENTED,- 4900,,"$1,538.00",,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,Function: REGULAR,INSTRUCTION,- 1000,,"$3,205,900.33",,"$3,628,927.11",,"$4,102,268.05","$4,364,881.00","$4,611,862.00","$246,981.00",,5.66
Cost,Center:,DURHAM COMMUNITY,- 010,,"$3,205,900.33",,"$3,628,927.11",,"$4,102,268.05","$4,364,881.00","$4,611,862.00","$246,981.00",,5.66
,1000.1100.1000.51010.020,,,Teacher Salary,"$1,119,833.98",,"$1,109,569.36",,"$1,291,609.27","$1,195,284.00","$1,377,907.00","$182,623.00",,15.28
,1000.1100.1000.51020.020,,,Ed Tech Salaries,"$73,790.79",,,"$95,366.74","$96,498.38","$134,574.00","$102,514.00","($32,060.00)",,(23.82)
,1000.1100.1000.51230.020,,,Substitute Wages,"$90,540.23",,,"$69,364.28","$81,523.56","$74,220.00","$86,109.00","$11,889.00",,16.02
,1000.1100.1000.52010.020,,,Teacher Benefits,"$205,630.56",,"$243,265.17",,"$295,156.39","$248,768.00","$292,118.00","$43,350.00",,17.43
,1000.1100.1000.52020.020,,,Ed Tech Benefits,"$28,127.62",,,"$27,656.30","$27,774.47","$65,781.00","$63,706.00","($2,075.00)",,(3.15)
,1000.1100.1000.52030.020,,,Substitute Benefits,"$7,381.87",,,"$3,937.92","$4,518.26","$2,397.00","$8,120.00",,"$5,723.00",238.76
,1000.1100.1000.52310.020,,,Retirement,"$42,542.01",,,"$49,047.40","$57,380.18","$53,429.00","$61,592.00",,"$8,163.00",15.28
,1000.1100.1000.52320.020,,,Retirement,"$6,497.29",,,"$6,829.32","$2,828.20","$6,015.00","$4,949.00","($1,066.00)",,(17.72)
,1000.1100.1000.52330.020,,,Retirement,,$12.86,,$297.81,"$1,370.13","$3,318.00","$1,929.00","($1,389.00)",,(41.86)
,1000.1100.1000.53400.020,,,Professional Servics,"$4,074.00",,,"$5,129.48","$7,078.75","$7,810.00","$7,201.00",,($609.00),(7.80)
,1000.1100.1000.54300.020,,,Copiers-Equipment,"Maint $6,075.21",,,"$8,806.06","$15,467.50","$13,000.00","$13,000.00",,$0.00,0.00
,1000.1100.1000.54330.020,,,Software,"$4,686.63",,,"$3,607.37","$2,645.00","$4,050.00","$1,050.00","($3,000.00)",,(74.07)
,1000.1100.1000.55800.020,,,Travel,$558.48,,,$721.13,"$1,016.82",$700.00,$700.00,,$0.00,0.00
,1000.1100.1000.56100.020,,,Instructional Supplies,"$42,411.85",,,"$46,471.02","$39,985.18","$42,982.00","$40,972.00","($2,010.00)",,(4.68)
,,,,,,Page,5 of 89,,,,,,,
