1000.0000.2600.56220.020,,Electricity,,,"$24,508.45","$24,334.59",,"$32,540.40",,"$25,973.00","$18,000.00","($7,973.00)",(30.70)
1000.0000.2600.56220.030,,Electricity,,,"$14,119.98","$14,523.06",,"$18,570.10",,"$13,123.00","$10,000.00","($3,123.00)",(23.80)
1000.0000.2600.56220.040,,Electricity,,,"$23,244.19","$22,943.22",,"$27,522.43",,"$26,366.00","$18,773.00","($7,593.00)",(28.80)
1000.0000.2600.56220.050,,Electricity,,,"$33,636.02","$30,451.98",,"$40,969.23",,"$33,300.00","$25,000.00","($8,300.00)",(24.92)
1000.0000.2600.56220.300,,Electricity,,,"$58,541.32","$51,987.76",,"$67,410.97",,"$60,642.00","$58,390.00","($2,252.00)",(3.71)
1000.0000.2600.56220.941,,Electricity,,,"$2,652.57","$2,775.08",,,"$3,527.14","$3,000.00","$3,000.00",$0.00,0.00
1000.0000.2600.56240.010,,Heating,Fuel,,"$22,150.95","$11,824.50",,"$11,645.53",,"$13,000.00","$18,000.00","$5,000.00",38.46
1000.0000.2600.56240.020,,Heating,Fuel,,"$25,911.84","$40,436.17",,"$38,548.67",,"$41,000.00","$41,053.00",$53.00,0.13
1000.0000.2600.56240.030,,Heating,Fuel,,"$16,786.16","$19,264.92",,"$22,909.17",,"$28,000.00","$28,000.00",$0.00,0.00
1000.0000.2600.56240.040,,Heating,Fuel,,"$24,589.56","$27,889.41",,"$34,594.86",,"$39,500.00","$41,500.00","$2,000.00",5.06
,03/22/2023,,,,,,,,,,,Page 51,
,,,,,,RSU,No.,5,,,,,
Article,9,Operations,& Maintenance,- Adopted,,,,,,,,,
From,Date:,3/22/2023,To,Date: 3/22/2023,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,,Percentage
,,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted,Dollar,Difference,Difference
,,,,,,,,,,FY24,Adopted,,
Account,,,Description,,,,,,,,,,
,1000.0000.2600.56240.050,,Heating Fuel,,"$29,172.08","$40,868.29",,"$48,303.80",,"$50,802.00","$53,302.00","$2,500.00",4.92
,1000.0000.2600.56240.300,,Heating Fuel,,"$55,844.90","$68,213.16",,"$84,503.55",,"$92,000.00","$93,600.00","$1,600.00",1.74
,1000.0000.2600.56240.941,,Heating Fuel,,"$3,064.69","$3,216.72",,,"$4,369.77","$5,000.00","$5,900.00",$900.00,18.00
Function:,OPERATION,OF,PLANT - 2600,,"$2,500,649.38","$2,269,652.25",,"$2,481,874.73",,"$2,814,644.00","$3,044,037.00","$229,393.00",8.15
,1000.0000.2620.51040.900,,Administrator,Salary,$0.00,,$0.00,,$0.00,$0.00,"$60,000.00","$60,000.00",0.00
,1000.0000.2620.51060.900,,Facilities,Office Clerical Support Salary,$0.00,,$0.00,,$0.00,$0.00,"$20,842.00","$20,842.00",0.00
,1000.0000.2620.51180.900,,Salaries,,"$301,356.13","$347,667.45",,"$283,420.57",,"$317,304.00","$239,262.00","($78,042.00)",(24.60)
,1000.0000.2620.52000.900,,Maintenance,Benefits,$0.00,,$0.00,,$0.00,$0.00,"$89,805.00","$89,805.00",0.00
,1000.0000.2620.52040.900,,Administrator,Benefits,$0.00,,$0.00,,$0.00,$0.00,"$20,245.00","$20,245.00",0.00
,1000.0000.2620.52060.900,,Facilities,Office Clerical Support Benefits,$0.00,,$0.00,,$0.00,$0.00,"$8,900.00","$8,900.00",0.00
,1000.0000.2620.52080.900,,Benefits,,"$131,509.62","$109,229.52",,"$85,380.39",,"$120,339.00","$138,259.00","$17,920.00",14.89
,1000.0000.2620.52340.900,,Administrator,Retirement,$0.00,,$0.00,,$0.00,$0.00,"$3,120.00","$3,120.00",0.00
,1000.0000.2620.52380.900,,Retirement,,$0.00,,$0.00,,$0.00,$0.00,"$7,912.00","$7,912.00",0.00
,1000.0000.2620.53000.900,,Purchased,Professional,"$15,658.69","$4,213.52",,"$32,740.33",,"$5,140.00","$5,140.00",$0.00,0.00
,1000.0000.2620.53300.900,,Training &,Development,$0.00,,$0.00,,$0.00,$0.00,"$1,000.00","$1,000.00",0.00
,1000.0000.2620.54300.900,,Purchased,Repair,"$35,399.78","$45,998.89",,"$32,975.88",,"$37,950.00","$38,000.00",$50.00,0.13
,1000.0000.2620.55800.900,,Travel,,"$4,849.64","$2,592.53",,,"$3,518.13","$8,050.00","$5,000.00","($3,050.00)",(37.89)
,1000.0000.2620.56000.900,,Supplies,,"$45,065.62","$43,156.22",,"$59,698.24",,"$55,981.00","$55,787.00",($194.00),(0.35)
,1000.0000.2620.57300.900,,Equipment,,"$1,557.70",,$880.22,"$11,215.01",,"$37,000.00","$37,000.00",$0.00,0.00
,1000.0000.2620.58100.900,,Dues & Fees,,$0.00,,$0.00,,$0.00,$0.00,$110.00,$110.00,0.00
Function:,,MAINTENANCE OF,BUILDINGS -,2620,"$535,397.18","$553,738.35",,"$508,948.55",,"$581,764.00","$730,382.00","$148,618.00",25.55
,1000.0000.2670.55900.900,,Crossing,Guards,$0.00,,$0.00,,$0.00,"$1,400.00","$1,400.00",$0.00,0.00
Function:,Safety,- 2670,,,$0.00,,$0.00,,$0.00,"$1,400.00","$1,400.00",$0.00,0.00
,03/22/2023,,,,,,,,,,,Page 52,
