,1000.2500.2330.51180.900,,,,,Support Wages,"$52,208.65",,,"$53,188.92","$38,430.00","$59,380.00","$63,542.00",,"$4,162.00",7.01
,01/22/2024,,,,,,,,,,,,,Page,29 of 90,
,,,,,,,,RSU,No. 5,,,,,,,
,Article,2 Special,,Education-,,Adopted,,,,,,,,,,
From,Date:,,7/1/2025,,To,Date: 6/30/2026,Definition:,FY26,Proposed,,,,,,,
,,,,,,,,,,,,,FY26,,Dollar,Percent
,,,,,,,FY22 Actual,,FY23,Actual FY24,Actual FY25,Adopted,Proposed,Difference,,Difference
,Account,,,,,Description,,,,,,,,,,
,,1000.2500.2330.52010.900,,,,Instructional Strategist,"$35,279.24",,,"$33,629.63","$28,636.37","$75,234.00","$60,421.00","($14,813.00)",,(19.69)
,,,,,,Benefits,,,,,,,,,,
,,1000.2500.2330.52040.900,,,,Admin Benefits,"$13,731.54",,,"$11,669.30","$18,963.39","$18,001.00","$19,254.00",,"$1,253.00",6.96
,,1000.2500.2330.52080.900,,,,Support Benefits,"$22,128.95",,,"$22,600.25","$17,392.45","$26,443.00","$28,875.00",,"$2,432.00",9.20
,,1000.2500.2330.52310.900,,,,Retirement,"$9,522.47",,,"$9,334.03","$8,403.54","$11,227.00","$12,003.00",,$776.00,6.91
,,1000.2500.2330.52340.900,,,,Retirement,"$5,637.10",,,"$4,466.17","$5,707.28","$6,150.00","$6,582.00",,$432.00,7.02
,,1000.2500.2330.52380.900,,,,Retirement,"$1,018.67",,,"$1,332.62","$1,917.78","$2,969.00","$3,177.00",,$208.00,7.01
,,1000.2500.2330.53000.900,,,,Legal,,$0.00,,"$21,472.00","$14,280.90","$15,000.00","$20,000.00",,"$5,000.00",33.33
,,1000.2500.2330.53200.900,,,,Telephone,,$0.00,,$39.25,$0.00,$240.00,$240.00,,$0.00,0.00
,,1000.2500.2330.53400.900,,,,Contracted Services,"$13,056.91",,,$0.00,"$54,474.78",$0.00,$0.00,,$0.00,0.00
,,1000.2500.2330.53401.900,,,,Admin Purchased,Services,$0.00,,$0.00,"$7,319.00","$15,000.00","$15,000.00",,$0.00,0.00
,,1000.2500.2330.53440.900,,,,Purchased Professional,"$18,103.40",,,"$6,665.97",$0.00,$0.00,$0.00,,$0.00,0.00
,,1000.2500.2330.55310.900,,,,Postage,,$4.45,,$14.78,"$1,986.06","$2,000.00","$4,000.00",,"$2,000.00",100.00
,,1000.2500.2330.55350.900,,,,Adori Special Ed,Software,$0.00,,$0.00,"$3,768.00","$2,200.00","$4,500.00",,"$2,300.00",104.55
,,1000.2500.2330.55800.900,,,,Travel,"$4,227.18",,,"$2,982.00",$403.71,"$3,000.00","$4,000.00",,"$1,000.00",33.33
,,1000.2500.2330.56000.900,,,,Supplies,"$1,070.16",,,"$4,523.67","$6,231.81","$4,300.00","$4,300.00",,$0.00,0.00
,,1000.2500.2330.58100.900,,,,Dues & Fees,,$0.00,,$855.98,$578.00,$865.00,$865.00,,$0.00,0.00
,,1000.2500.2330.59000.900,,,,Contingency,,$0.00,"$220,000.00",,$0.00,$0.00,$0.00,,$0.00,0.00
,Program:,,ADMINISTRATION,- 2500,,,"$550,762.50",,"$762,615.78",,"$524,682.99","$611,481.00","$662,538.00","$51,057.00",,8.35
,Function:,SPECIAL,AREA,ADMINISTRATION,,- 2330,"$550,762.50",,"$762,615.78",,"$524,682.99","$611,481.00","$662,538.00","$51,057.00",,8.35
Cost,Center:,SYSTEM,WIDE,- 900,,,"$550,762.50",,"$762,615.78",,"$578,240.70","$708,054.00","$778,552.00","$70,498.00",,9.96
,,01/22/2024,,,,,,,,,,,,Page,30 of 90,
