,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,5 Student,and Staff,,Support-,Proposed,,,,,,,,,
From,Date:,7/1/2026,To,Date:,6/30/2027,,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,Description,,,,,,,,,,
Function:,LIBRARY,SERVICES,- 2220,,,,"$113,563.18","$109,468.92",,"$129,755.41","$131,791.00","$147,801.00","$16,010.00",,12.15
,1000.0000.2230.51010.050,,,Teacher,Salary,,"$14,511.95",,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,1000.0000.2230.51500.050,,,,Stipends,,"$1,272.00",,"$1,272.00","$1,336.00","$4,458.00","$4,458.00",,$0.00,0.00
,1000.0000.2230.52000.050,,,Stipend,Benefits,,$362.95,,$213.52,$240.98,$150.00,$150.00,,$0.00,0.00
,1000.0000.2230.52010.050,,,Teacher,,Benefits,$293.27,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,1000.0000.2230.52300.050,,,,Retirement,,$48.67,,$56.86,$59.72,$199.00,$199.00,,$0.00,0.00
,1000.0000.2230.52310.050,,,,Retirement,,$557.25,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
Program:,OVERHEAD,- 0000,,,,,"$17,046.09",,"$1,542.38","$1,636.70","$4,807.00","$4,807.00",,$0.00,0.00
Function:,,INSTRUCTION RELATED,,TECHNOLOGY -,,,"$17,046.09",,"$1,542.38","$1,636.70","$4,807.00","$4,807.00",,$0.00,0.00
2230,,,,,,,,,,,,,,,
Cost,Center:,FREEPORT MIDDLE,SCHOOL,- 050,,,"$371,378.61","$391,037.19",,"$437,491.31","$456,648.00","$490,321.00","$33,673.00",,7.37
,1000.0000.2110.51010.300,,,,Teachers,Salaries,"$12,612.86","$84,853.47",,"$77,904.85","$84,967.00","$86,947.00",,"$1,980.00",2.33
,1000.0000.2110.51500.300,,,Student,Support,Team,"$6,660.00",,"$6,510.00","$6,830.00",$0.00,$0.00,,$0.00,0.00
,,,,(SST),Stipends,,,,,,,,,,
,1000.0000.2110.52000.300,,,Student,Support,Team,$772.86,,$977.21,"$1,193.90",$0.00,$0.00,,$0.00,0.00
,,,,(SST),Stipend,Benefits,,,,,,,,,
,1000.0000.2110.52010.300,,,Teacher,,Benefits,"$1,845.47","$19,930.36",,"$24,732.13","$27,828.00","$29,765.00",,"$1,937.00",6.96
,1000.0000.2110.52300.300,,,Student,Support,Team,$255.93,,$295.39,$312.03,$0.00,$0.00,,$0.00,0.00
,,,,(SST),Stipend,Retirement,,,,,,,,,
,1000.0000.2110.52310.300,,,,Retirement,,"$2,362.39",,"$3,792.88","$3,469.24","$3,798.00","$3,887.00",,$89.00,2.34
Program:,OVERHEAD,- 0000,,,,,"$24,509.51","$116,359.31",,"$114,442.15","$116,593.00","$120,599.00",,"$4,006.00",3.44
,,,,,,,Page,58 of 89,,,,,,,
