1000.0000.2400.52080.030,,Support,Benefits,"$6,685.53","$4,967.33",,,"$3,914.33","$6,938.00","$9,039.00","$2,101.00",30.28
1000.0000.2400.52080.040,,Support,Benefits,"$14,975.81","$9,607.65",,"$15,101.72",,"$24,065.00","$16,880.00","($7,185.00)",(29.86)
1000.0000.2400.52080.050,,Support,Benefits,"$34,235.24","$13,186.95",,"$23,337.59",,"$61,418.00","$39,280.00","($22,138.00)",(36.04)
1000.0000.2400.52080.300,,Support,Benefits,"$42,942.81","$15,000.75",,"$45,522.80",,"$50,398.00","$58,195.00","$7,797.00",15.47
,03/22/2023,,,,,,,,,,Page 42,
,,,,,RSU,No.,5,,,,,
Article 7,School,Administration,- Proposed,,,,,,,,,
From Date:,3/22/2023,,To Date: 3/22/2023,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,Percentage
,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,,Description,,,,,,,,,
1000.0000.2400.52340.010,,Retirement,,"$8,559.20","$3,392.40",,,"$8,430.56","$9,666.00","$10,674.00","$1,008.00",10.43
1000.0000.2400.52340.020,,Retirement,,"$4,288.70","$1,708.90",,,"$4,381.16","$4,801.00","$9,002.00","$4,201.00",87.50
1000.0000.2400.52340.030,,Retirement,,"$4,288.70","$1,708.90",,,"$4,237.42","$4,801.00","$5,468.00",$667.00,13.89
1000.0000.2400.52340.040,,Retirement,,"$4,288.70","$1,708.90",,,"$4,246.17","$4,801.00","$5,468.00",$667.00,13.89
1000.0000.2400.52340.050,,Retirement,,"$7,789.60","$3,083.70",,,"$7,694.70","$8,670.00","$9,707.00","$1,037.00",11.96
1000.0000.2400.52340.300,,Retirement,,"$8,795.80","$3,521.70",,,"$8,800.73","$9,915.00","$11,117.00","$1,202.00",12.12
1000.0000.2400.52380.010,,Retirement,,"$1,619.81",,$339.20,,$0.00,$0.00,"$2,053.00","$2,053.00",0.00
1000.0000.2400.52380.020,,Retirement,,$0.00,,$0.00,,$131.43,$0.00,"$2,175.00","$2,175.00",0.00
1000.0000.2400.52380.030,,Retirement,,$0.00,,$0.00,,$0.00,$0.00,"$1,909.00","$1,909.00",0.00
1000.0000.2400.52380.040,,Retirement,,$0.00,,$0.00,,$124.05,$0.00,"$1,956.00","$1,956.00",0.00
1000.0000.2400.52380.050,,Retirement,,$0.00,,$0.00,,$0.00,$0.00,"$3,932.00","$3,932.00",0.00
1000.0000.2400.52380.300,,Retirement,,$0.00,,$0.00,,$5.60,$0.00,"$2,619.00","$2,619.00",0.00
1000.0000.2400.53400.300,,Admin,Purchased Professional,$0.00,,$0.00,,$0.00,$0.00,$569.00,$569.00,0.00
1000.0000.2400.55310.010,,Postage,,"$2,180.00","$1,738.70",,,"$2,684.49","$3,040.00","$2,250.00",($790.00),(25.99)
1000.0000.2400.55310.020,,Postage,,$544.66,,$569.92,,$918.57,"$1,770.00","$1,000.00",($770.00),(43.50)
1000.0000.2400.55310.030,,Postage,,$500.89,,$280.43,,$233.70,$550.00,$400.00,($150.00),(27.27)
1000.0000.2400.55310.040,,Postage,,$950.37,,$528.67,,$918.37,"$2,020.00","$1,500.00",($520.00),(25.74)
1000.0000.2400.55310.050,,Postage,,"$1,187.49",,$706.57,,$922.44,"$2,020.00","$2,020.00",$0.00,0.00
1000.0000.2400.55310.300,,Postage,,"$2,493.70","$2,346.90",,,"$5,829.48","$4,304.00","$4,804.00",$500.00,11.62
1000.0000.2400.55800.010,,Travel,,$624.19,,$16.24,,$0.00,$520.00,$520.00,$0.00,0.00
1000.0000.2400.55800.020,,Travel,,$52.26,,$16.24,,$0.00,$300.00,$300.00,$0.00,0.00
1000.0000.2400.55800.030,,Travel,,$24.15,,$16.24,,$235.46,$470.00,$470.00,$0.00,0.00
1000.0000.2400.55800.040,,Travel,,$66.58,,$16.24,,$31.59,$300.00,$300.00,$0.00,0.00
1000.0000.2400.55800.050,,Travel,,$593.94,,$189.10,,$333.87,$810.00,$810.00,$0.00,0.00
,03/22/2023,,,,,,,,,,Page 43,
,,,,,RSU,No.,5,,,,,
Article 7,School,Administration,- Proposed,,,,,,,,,
From Date:,3/22/2023,To,Date: 3/22/2023,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,Percentage
,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,Description,,,,,,,,,,
1000.0000.2400.55800.300,,Travel,,$693.05,,$0.00,,$0.00,"$1,250.00","$1,250.00",$0.00,0.00
1000.0000.2400.56000.010,,Supplies,,$0.00,"$1,150.22",,,$800.52,"$1,030.00","$1,200.00",$170.00,16.50
1000.0000.2400.56000.020,,Supplies,,$736.60,,$140.64,,$339.12,$500.00,$500.00,$0.00,0.00
1000.0000.2400.56000.030,,Supplies,,$504.19,,$184.60,,$294.54,$300.00,$300.00,$0.00,0.00
1000.0000.2400.56000.040,,Supplies,,$968.42,,$0.00,,$51.69,$500.00,$250.00,($250.00),(50.00)
1000.0000.2400.56000.050,,Supplies,,$567.29,,$502.37,,$469.58,$500.00,$500.00,$0.00,0.00
1000.0000.2400.56000.300,,Supplies,,"$1,307.38","$2,000.00",,,"$2,344.00","$2,000.00","$1,400.00",($600.00),(30.00)
1000.0000.2400.56100.010,,Supplies,,$835.90,,$75.65,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2400.56400.010,,Books,,$63.44,,$160.76,,$81.72,$150.00,$150.00,$0.00,0.00
1000.0000.2400.56400.030,,Admin Books,,$0.00,,$0.00,,$0.00,$0.00,$300.00,$300.00,0.00
1000.0000.2400.56400.040,,Admin Books,,$0.00,,$0.00,,$0.00,$0.00,$100.00,$100.00,0.00
1000.0000.2400.56400.300,,Admin Books,,$0.00,,$0.00,,$0.00,$0.00,$780.00,$780.00,0.00
1000.0000.2400.58100.010,,Dues & Fees,,$630.00,,$730.00,,$878.00,"$1,150.00","$1,150.00",$0.00,0.00
1000.0000.2400.58100.020,,Dues & Fees,,$290.00,,$340.00,,$340.00,$575.00,$575.00,$0.00,0.00
1000.0000.2400.58100.030,,Dues & Fees,,$290.00,,$429.00,,$234.00,$575.00,$400.00,($175.00),(30.43)
1000.0000.2400.58100.040,,Dues & Fees,,$290.00,,$0.00,,$399.00,$450.00,$399.00,($51.00),(11.33)
1000.0000.2400.58100.050,,Dues & Fees,,$565.00,,$0.00,,$736.00,$900.00,$900.00,$0.00,0.00
1000.0000.2400.58100.300,,Dues and,Fees,"$5,751.00","$5,278.00",,,"$5,314.59","$6,823.00","$7,209.00",$386.00,5.66
1000.0000.2400.58150.010,,Fingerprinting,Fees - DCS,$0.00,,$0.00,,$70.00,$0.00,$0.00,$0.00,0.00
1000.0000.2400.58150.040,,Fingerprinting,Fees,$0.00,,$0.00,,$125.00,$0.00,$0.00,$0.00,0.00
1000.0000.2400.58150.050,,Fingerprinting,Fees - FMS,$0.00,,$0.00,,$70.00,$0.00,$0.00,$0.00,0.00
1000.0000.2400.58150.300,,Fingerprinting,Fees - FHS,$0.00,,$0.00,,$55.00,$0.00,$0.00,$0.00,0.00
Function:,SCHOOL ADMINISTRATION,- 2400,,"$1,636,101.48","$1,670,327.86",,"$1,748,588.03",,"$1,942,616.00","$2,067,029.00","$124,413.00",6.40
,03/22/2023,,,,,,,,,,Page 44,
