365,1000-2500-2330-53440-990,,MAINE,CARE SEED,,0.00,"3,700.18",0.00,"1,880.81",0.00,0.00,"2,400.00","2,400.00",100.00% 11
,,,,,Totals,0.00,"3,700.18",0.00,"1,880.81",0.00,0.00,"2,400.00","2,400.00",100.00%
,,,,,2019,2019,2020,2020,2021,2021,2022,,,
,,,,,Total,Budget Total Activity,Total Budget,Total Activity,Total Budget,YTD Activity,FY22 V1.2,$,Diff %,Diff Notes
366 Program:,2800 - SPED OTHER,PROGRAMS,,,,,,,,,,,,
367,Function:,2110 - SPED,SOCIAL WORK,,,,,,,,,,,
368,,Cost Center:,010 -,DURHAM COMMUNITY,,,,,,,,,,
369,1000-2800-2110-51010-010,,Teacher,Salaries,,"53,149.00","56,742.85","60,723.00","60,722.74","64,001.00","78,178.69","68,150.34","4,149.34",6.48%
370,1000-2800-2110-52010-010,,Teacher,Benefits,,"13,254.00","10,030.38","10,094.00","10,009.94","10,261.00","2,157.13","10,079.49",-181.51,-1.77%
371,1000-2800-2110-52310-010,,,Retirement,,"2,110.00","2,264.73","2,526.00","2,526.16","2,662.00",614.40,"2,835.05",173.05,6.50%
,,,,,Totals,"68,513.00","69,037.96","73,343.00","73,258.84","76,924.00","80,950.22","81,064.88","4,140.88",5.38%
372,,Cost Center:,020 -,MORSE STREET,,,,,,,,,,
373,1000-2800-2110-51010-020,,Teacher,Salaries,,"19,918.00","64,837.50","37,487.00","67,888.08","31,511.00","42,001.65","35,007.21","3,496.21",11.10%
374,1000-2800-2110-52010-020,,Teacher,Benefits,,"5,964.00","16,987.48","9,388.00","16,978.76","2,109.00","1,726.85","7,814.01","5,705.01",270.51%
375,1000-2800-2110-52310-020,,,Retirement,,791.00,"2,592.85","1,559.00","2,824.38","1,311.00",315.84,"1,456.30",145.30,11.08%
376,1000-2800-2110-55800-020,,Travel,,,100.00,203.05,0.00,0.00,210.00,0.00,210.00,0.00,0.00%
,,,,,Totals,"26,773.00","84,620.88","48,434.00","87,691.22","35,141.00","44,044.34","44,487.52","9,346.52",26.60%
377,,Cost Center:,030 -,POWNAL ELEMENTARY,,,,,,,,,,
378,1000-2800-2110-51010-030,,Teacher,Salaries,,"24,960.00","25,458.28","29,866.00","30,603.82","31,685.00","34,351.40","31,684.65",-0.35,0.00%
379,1000-2800-2110-52010-030,,Teacher,Benefits,,"2,097.00","1,702.97","2,042.00",859.83,"2,113.00",56.78,602.12,"-1,510.88",-71.50%
380,1000-2800-2110-52310-030,,,Retirement,,991.00,931.19,"1,242.00","1,197.30","1,318.00",276.29,"1,318.08",0.08,0.01%
,,,,,Totals,"28,048.00","28,092.44","33,150.00","32,660.95","35,116.00","34,684.47","33,604.85","-1,511.15",-4.30%
381,,Cost Center:,040 -,MAST LANDING,,,,,,,,,,
382,1000-2800-2110-51010-040,,Teacher,Salaries,,"19,918.00","88,432.10","24,992.00","93,918.04","32,901.00","125,262.97","35,007.21","2,106.21",6.40%
383,1000-2800-2110-52010-040,,Teacher,Benefits,,"5,964.00","29,992.16","6,259.00","27,779.01","7,908.00","6,017.49","7,814.02",-93.98,-1.19%
384,1000-2800-2110-52310-040,,,Retirement,,791.00,"3,536.64","1,040.00","3,907.02","1,369.00",947.52,"1,456.30",87.30,6.38%
385,1000-2800-2110-55800-040,,Travel,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
,,,,,Totals,"26,773.00","121,960.90","32,291.00","125,604.07","42,178.00","132,227.98","44,277.53","2,099.53",4.98%
386,,Cost Center:,050 -,FREEPORT MIDDLE,SCHOOL,,,,,,,,,
387,1000-2800-2110-51010-050,,Teacher,Salaries,,"60,733.00","65,742.81","68,963.00","68,962.66","72,444.00","91,483.21","74,585.45","2,141.45",2.96%
388,1000-2800-2110-52010-050,,Teacher,Benefits,,"19,405.00","15,689.77","15,786.00","15,633.43","15,965.00","3,440.50","18,060.98","2,095.98",13.13%
389,1000-2800-2110-52310-050,,,Retirement,,"2,411.00","2,629.15","2,869.00","2,868.84","3,014.00",695.46,"3,198.72",184.72,6.13%
,,,,,Totals,"82,549.00","84,061.73","87,618.00","87,464.93","91,423.00","95,619.17","95,845.15","4,422.15",4.84%
390,,Cost Center:,300 -,FREEPORT HIGH,SCHOOL,,,,,,,,,
391,1000-2800-2110-51010-300,,Teacher,Salaries,,"34,684.00","36,245.00","38,452.00","37,332.36","39,606.00","90,169.45","76,187.31","36,581.31",92.36%
392,1000-2800-2110-52010-300,,Teacher,Benefits,,"10,065.00","7,925.09","7,978.00","10,696.12","9,950.00","3,417.79","15,355.57","5,405.57",54.33%
393,1000-2800-2110-52310-300,,,Retirement,,"1,377.00","1,449.44","1,600.00","1,552.98","1,648.00",367.08,"1,647.60",-0.40,-0.02%
,,,,,Totals,"46,126.00","45,619.53","48,030.00","49,581.46","51,204.00","93,954.32","93,190.48","41,986.48",82.00%
394,Function:,2140 - SPED,PSYCH SERVICES,,,,,,,,,,,
395,,Cost Center:,010 -,DURHAM COMMUNITY,,,,,,,,,,
396,1000-2800-2140-51010-010,,Teacher,Salaries,,"27,521.00","47,829.91","26,423.00","58,587.83","25,842.00","28,384.76","28,797.90","2,955.90",11.44%
397,1000-2800-2140-52010-010,,Teacher,Benefit,,"6,963.00","6,225.42","4,868.00","7,763.26","5,123.00","1,230.30","5,565.89",442.89,8.65%
398,1000-2800-2140-52310-010,,,Retirement,,"1,093.00","1,912.78","1,099.00","2,484.69","1,075.00",294.30,"1,198.00",123.00,11.44%
399,1000-2800-2140-55800-010,,Travel,,,360.00,0.00,320.00,0.00,116.00,0.00,116.00,0.00,0.00%
,,,,,Totals,"35,937.00","55,968.11","32,710.00","68,835.78","32,156.00","29,909.36","35,677.79","3,521.79",10.95%
400,,Cost Center:,020 -,MORSE STREET,,,,,,,,,,
401,1000-2800-2140-51010-020,,Teacher,Salaries,,"27,521.00","16,650.91","26,423.00","25,390.19","25,842.00","38,009.92","28,797.90","2,955.90",11.44%
402,1000-2800-2140-52010-020,,Teacher,Benefit,,"6,963.00","3,953.00","4,868.00","5,028.74","5,123.00","1,219.88","5,565.89",442.89,8.65%
403,1000-2800-2140-52310-020,,,Retirement,,"1,093.00",665.81,"1,099.00","1,056.13","1,075.00",294.30,"1,198.00",123.00,11.44%
404,1000-2800-2140-55800-020,,Travel,,,360.00,0.00,320.00,0.00,116.00,0.00,116.00,0.00,0.00%
,,,,,Totals,"35,937.00","21,269.72","32,710.00","31,475.06","32,156.00","39,524.10","35,677.79","3,521.79",10.95%
405,,Cost Center:,030 -,POWNAL ELEMENTARY,,,,,,,,,,
406,1000-2800-2140-51010-030,,Teacher,Salaries,,"27,521.00","47,829.91","26,423.00","58,387.57","25,842.00","38,009.92","15,163.11","-10,678.89",-41.32%
407,1000-2800-2140-52010-030,,Teacher,Benefit,,"6,963.00","6,224.95","4,868.00","7,759.30","5,123.00","1,230.29","3,903.08","-1,219.92",-23.81%
408,1000-2800-2140-52310-030,,,Retirement,,"1,093.00","1,912.77","1,099.00","2,476.13","1,075.00",294.30,630.79,-444.21,-41.32%
409,1000-2800-2140-55800-030,,Travel,,,360.00,0.00,320.00,0.00,116.00,0.00,116.00,0.00,0.00%
,,,,,Totals,"35,937.00","55,967.63","32,710.00","68,623.00","32,156.00","39,534.51","19,812.98","-12,343.02",-38.38%
410,,Cost Center:,040 -,MAST LANDING,,,,,,,,,,
411,1000-2800-2140-51010-040,,Teacher,Salaries,,"27,521.00","16,650.91","26,423.00","25,390.19","25,842.00","38,009.92","28,797.89","2,955.89",11.44%
412,1000-2800-2140-52010-040,,Teacher,Benefit,,"6,963.00","3,953.01","4,868.00","5,028.64","5,123.00","1,219.87","5,565.89",442.89,8.65%
413,1000-2800-2140-52310-040,,,Retirement,,"1,093.00",665.81,"1,099.00","1,056.13","1,075.00",294.30,"1,197.98",122.98,11.44%
,,,,,,,,8 of 24,,,,,,
