,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,Description,,,,,,,,,
1000.1120.1000.52320.030,,Retirement,$0.00,,$0.00,,$668.14,$526.00,$719.00,$193.00,36.69
1000.1200.1000.51010.300,,Teacher Salaries,"$2,690,866.22","$2,941,303.20",,"$2,877,812.11",,"$3,047,678.00","$3,157,132.00","$109,454.00",3.59
1000.1200.1000.51020.300,,Ed Tech Salaries,"$171,639.32","$168,633.52",,"$101,930.34",,"$118,487.00","$96,274.00","($22,213.00)",(18.75)
1000.1200.1000.51230.300,,Substitute Wages,"$58,933.18","$46,359.25",,"$58,146.50",,"$60,000.00","$60,000.00",$0.00,0.00
1000.1200.1000.51500.300,,Stipends,"$5,708.00","$3,173.07",,,$648.00,"$23,610.00",$0.00,"($23,610.00)",(100.00)
1000.1200.1000.52000.300,,Stipend Benefits,$85.45,,$1.18,,$10.79,$419.31,$0.00,($419.31),(100.00)
1000.1200.1000.52010.300,,Teacher Benefits,"$616,867.38","$173,760.03",,"$633,677.97",,"$653,221.00","$724,910.00","$71,689.00",10.97
1000.1200.1000.52020.300,,Ed Tech Benefits,"$57,825.68","$24,878.49",,"$32,585.31",,"$44,159.00","$31,867.00","($12,292.00)",(27.84)
1000.1200.1000.52030.300,,Substitute Benefits,"$2,450.48",,$157.34,,"$3,701.89","$3,498.00","$3,498.00",$0.00,0.00
1000.1200.1000.52300.300,,Retirement,$12.49,,$0.00,,$24.89,$299.52,$300.00,$0.48,0.16
1000.1200.1000.52310.300,,Retirement,"$114,086.67","$27,685.15",,"$113,936.18",,"$126,863.00","$141,324.00","$14,461.00",11.40
1000.1200.1000.52320.300,,Retirement,"$6,396.76",,$981.65,,"$3,415.15","$4,662.00","$4,531.00",($131.00),(2.81)
1000.1200.1000.52330.300,,Retirement,"$1,372.75",,$35.57,,"$1,360.27","$2,496.00","$2,496.00",$0.00,0.00
1000.1200.1000.53000.300,,School Resource Officer,"$32,104.80","$32,966.40",,"$32,666.40",,"$31,830.00","$35,000.00","$3,170.00",9.96
1000.1200.1000.53400.300,,Purchased Professional Services,"$21,743.85","$33,713.99",,"$19,336.71",,"$49,865.00","$55,980.00","$6,115.00",12.26
1000.1200.1000.54300.300,,Copier Repair/Maint,"$42,666.75","$37,944.50",,"$29,157.37",,"$42,882.00","$40,000.00","($2,882.00)",(6.72)
1000.1200.1000.54330.300,,Software,$0.00,,$0.00,,$0.00,$0.00,$200.00,$200.00,0.00
1000.1200.1000.55630.300,,Secondary Tuition Paid To,"Private Scho$o1l5,000.00","$18,000.00",,,$0.00,$0.00,$0.00,$0.00,0.00
1000.1200.1000.55800.300,,Travel,$469.68,,$0.00,,$603.42,"$1,000.00","$1,000.00",$0.00,0.00
1000.1200.1000.56000.300,,Supplies High School,$0.00,,$0.00,,$41.99,$0.00,$0.00,$0.00,0.00
1000.1200.1000.56100.300,,Instructional Supplies High,"School $40,211.58","$49,191.50",,"$37,921.27",,"$51,279.00","$51,069.00",($210.00),(0.41)
1000.1200.1000.56400.300,,Books High School,"$6,753.91","$19,267.79",,"$26,004.54",,"$13,280.00","$8,643.00","($4,637.00)",(34.92)
1000.1200.1000.57300.300,,Equipment High School,"$18,914.96","$19,587.15",,"$15,791.45",,"$23,275.00","$21,327.00","($1,948.00)",(8.37)
1000.1200.1000.58100.300,,Dues and Fees,$0.00,,$0.00,,$0.00,$0.00,"$1,414.00","$1,414.00",0.00
,03/22/2023,,,,,,,,,Page 8,
