,1000.2200.1000.52020.300,,Ed Tech,Benefits,"$1,152.98","$1,253.39",,"$13,272.63",,"$23,894.00","$55,395.00","$31,501.00",131.84
,1000.2200.1000.52310.300,,Retirement,,"$8,256.05","$1,819.69",,,"$5,929.75","$6,104.00","$6,877.00",$773.00,12.66
,1000.2200.1000.52320.300,,Retirement,,"$1,081.12",,$331.76,,"$1,152.40","$2,012.00","$4,925.00","$2,913.00",144.78
Program:,RESOURCE,,CLASSROOM,PLACEMENT - 2200,"$301,948.81","$235,121.33",,"$243,772.02",,"$270,951.00","$370,792.00","$99,841.00",36.85
,Page 24,of 80,,,,,,,,,,,
,,,,,,RSU,No.,5,,,,,
Article,2,Special,Education-,Adopted,,,,,,,,,
From,Date:,7/1/2023,,To Date: 6/30/2024,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,,Percentage
,,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,,,Description,,,,,,,,,
,1000.2300.1000.51010.300,,Teacher,Salaries,"$146,903.83","$149,707.68",,"$135,427.64",,"$141,454.00","$149,867.00","$8,413.00",5.95
,1000.2300.1000.51020.300,,Ed Tech,Salaries,"$86,298.52","$128,660.03",,"$112,992.15",,"$102,321.00","$49,136.00","($53,185.00)",(51.98)
,1000.2300.1000.52010.300,,Teacher,Benefits,"$40,204.38","$8,373.35",,"$25,502.80",,"$26,419.00","$32,357.00","$5,938.00",22.48
,1000.2300.1000.52020.300,,Ed Tech,Benefits,"$31,349.90","$8,284.41",,"$26,139.90",,"$37,829.00","$16,022.00","($21,807.00)",(57.65)
,1000.2300.1000.52310.300,,Retirement,,"$5,920.35","$1,400.46",,,"$5,200.34","$5,884.00","$6,699.00",$815.00,13.85
,1000.2300.1000.52320.300,,Retirement,,"$3,224.42",,$923.72,,"$3,326.14","$4,257.00","$2,350.00","($1,907.00)",(44.80)
Program:,SELF,CONTAINED,CLASS,PLACEMENT - 2300,"$313,901.40","$297,349.65",,"$308,588.97",,"$318,164.00","$256,431.00","($61,733.00)",(19.40)
Function:,REGULAR,INSTRUCTION,-,1000,"$616,627.89","$532,814.98",,"$552,360.99",,"$595,563.00","$633,671.00","$38,108.00",6.40
,1000.2800.2110.51010.300,,Social,Worker Salary,"$37,332.36","$73,076.04",,"$47,450.51",,"$58,958.00","$63,019.00","$4,061.00",6.89
,1000.2800.2110.52010.300,,Social,Worker Benefits,"$10,696.12","$3,461.99",,,"$7,888.50","$10,207.00","$10,359.00",$152.00,1.49
,1000.2800.2110.52310.300,,Retirement,,"$1,552.98",,$367.08,,"$1,822.05","$2,452.00","$2,817.00",$365.00,14.89
Program:,OTHER,SPECIAL,PROGRAMS,- 2800,"$49,581.46","$76,905.11",,"$57,161.06",,"$71,617.00","$76,195.00","$4,578.00",6.39
Function:,Attendance,& Social,Work -,2110,"$49,581.46","$76,905.11",,"$57,161.06",,"$71,617.00","$76,195.00","$4,578.00",6.39
,1000.2800.2140.51010.300,,Psychological,Services Salary,"$10,381.56","$18,859.46",,,$0.00,"$44,099.00",$0.00,"($44,099.00)",(100.00)
,1000.2800.2140.52010.300,,Psych,Services Benefit,"$1,346.45",,$452.83,,$0.00,"$5,403.00",$0.00,"($5,403.00)",(100.00)
,1000.2800.2140.52310.300,,Retirement,,$432.14,,$157.08,,$0.00,"$1,834.00",$0.00,"($1,834.00)",(100.00)
,1000.2800.2140.55800.300,,Travel,,$6.67,,$0.00,,$20.00,$125.00,$0.00,($125.00),(100.00)
Program:,OTHER,SPECIAL,PROGRAMS,- 2800,"$12,166.82","$19,469.37",,,$20.00,"$51,461.00",$0.00,"($51,461.00)",(100.00)
Function:,,PSYCHOLOGICAL,- 2140,,"$12,166.82","$19,469.37",,,$20.00,"$51,461.00",$0.00,"($51,461.00)",(100.00)
,Page 25,of 80,,,,,,,,,,,
