,1000.0000.2700.55800.900,,,Travel,,$0.00,,$0.00,$204.34,$0.00,$500.00,$500.00,,0.00
,1000.0000.2700.56220.900,,,Electricity,,$0.00,,$0.00,$158.02,$0.00,$0.00,,$0.00,0.00
,1000.0000.2700.56260.900,,,Fleet Fuel,"$111,572.95",,"$166,812.87",,"$138,458.18","$229,500.00","$175,200.00","($54,300.00)",,(23.66)
,1000.0000.2700.56700.900,,,Supplies,"$111,194.23",,,"$33,654.37","$73,839.91","$72,871.00","$80,530.00","$7,659.00",,10.51
,1000.0000.2700.57300.900,,,Equipment,,$0.00,,$0.00,"$14,772.84",$0.00,$0.00,,$0.00,0.00
,1000.0000.2700.58100.900,,,Dues and Fees,"$4,266.86",,,"$4,575.50","$3,836.00",$0.00,$350.00,$350.00,,0.00
,1000.0000.2700.58310.900,,,Principal-Bus Lease,"$64,488.40",,,"$74,096.28","$88,555.26","$139,911.00","$228,649.00","$88,738.00",,63.42
,,,,Purchase,,,,,,,,,,
Program:,OVERHEAD,- 0000,,,"$1,357,530.56",,"$1,404,890.98",,"$1,380,613.20","$1,536,030.00","$1,738,765.00","$202,735.00",,13.20
Function:,,TRANSPORTATION,- 2700,,"$1,357,530.56",,"$1,404,890.98",,"$1,380,613.20","$1,536,030.00","$1,738,765.00","$202,735.00",,13.20
,1000.0000.2750.51020.900,,,Ed Tech Salaries,"$6,142.98",,,$740.28,$11.29,"$9,500.00","$18,760.00","$9,260.00",,97.47
,1000.0000.2750.51180.900,,,Support Wages,"$31,758.47",,,"$66,640.21","$72,046.77","$35,620.00","$147,392.00","$111,772.00",,313.79
,1000.0000.2750.52020.900,,,Ed Tech Benefits,"$1,221.83",,,$422.39,$5.80,$746.00,"$2,915.00","$2,169.00",,290.75
,1000.0000.2750.52080.900,,,Support Benefits,"$8,743.35",,,"$10,131.49","$11,911.94","$4,104.00","$22,905.00","$18,801.00",,458.11
,1000.0000.2750.52320.900,,,Retirement,$666.52,,,$159.09,$0.51,$425.00,$839.00,$414.00,,97.41
,1000.0000.2750.52380.900,,,Retirement,"$1,953.29",,,$28.28,$184.85,$257.00,$0.00,($257.00),,(100.00)
,1000.0000.2750.55100.900,,,OOD PURCHASED,,$0.00,,$0.00,"$95,153.75",$0.00,$0.00,,$0.00,0.00
,,,,TRANSPORTATION,,,,,,,,,,
,1000.0000.2750.55190.900,,,DNU-OOD PURCHASED,"$2,339.22",,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,,TRANSPORTATION,,,,,,,,,,
,Adopted,04/09/2025,,,,,,,,,,,Page 78 of 91,
,,,,,,RSU,No.,5,,,,,,
Article,8,Transportation,&,Buses-,Adopted,,,,,,,,,
From,Date:,7/1/2025,,To,Date: 6/30/2026,Definition: FY26,Adopted,,,,,,,
,,,,,,,,,,,FY26,Dollar,,Percent
,,,,,,FY22 Actual,FY23,Actual FY24,Actual FY25,Adopted,,Difference,,Difference
,,,,,,,,,,,Adopted,,,
Account,,,,,Description,,,,,,,,,
Program:,OVERHEAD,- 0000,,,,"$52,825.66",,"$78,121.74","$179,314.91","$50,652.00","$192,811.00","$142,159.00",,280.66
Function:,,TRANSPORTATION,SPECIAL,ED -,2750,"$52,825.66",,"$78,121.74","$179,314.91","$50,652.00","$192,811.00","$142,159.00",,280.66
,1000.0000.2770.55100.900,,,,HOMELESS PURCHASED,$0.00,,$0.00,"$44,141.52",$0.00,$0.00,,$0.00,0.00
,,,,,TRANSPORTATION,,,,,,,,,
Program:,OVERHEAD,- 0000,,,,$0.00,,$0.00,"$44,141.52",$0.00,$0.00,,$0.00,0.00
Function:,,TRANSPORTATION,,HOMELESS -,2770,$0.00,,$0.00,"$44,141.52",$0.00,$0.00,,$0.00,0.00
Cost,Center:,SYSTEM WIDE,- 900,,,"$1,410,356.22",,"$1,483,012.72","$1,604,069.63","$1,586,682.00","$1,931,576.00","$344,894.00",,21.74
Grand,Total:,,,,,"$1,410,356.22",,"$1,483,012.72","$1,604,069.63","$1,586,682.00","$1,931,576.00","$344,894.00",,21.74
,,,,,,End,of Report,,,,,,,
,Adopted,04/09/2025,,,,,,,,,,,Page 79 of 91,
,,,,,,RSU,No. 5,,,,,,,
Article,9,Operations &,Maintenance-,Adopted,,,,,,,,,,
From,Date:,7/1/2025,To,Date: 6/30/2026,Definition:,FY26,Adopted,,,,,,,
,,,,,,,,,,,FY26,Dollar,,Percent
,,,,,FY22 Actual,,FY23,Actual FY24,Actual FY25,Adopted,,Difference,,Difference
,,,,,,,,,,,Adopted,,,
Account,,,,Description,,,,,,,,,,
,1000.0000.2600.51180.010,,,Salaries,"$168,699.54",,"$194,423.20",,"$196,250.92","$197,358.00","$208,967.00","$11,609.00",,5.88
,1000.0000.2600.52080.010,,,Custodian Benefits,"$46,898.86",,,"$53,127.43","$52,480.60","$56,719.00","$57,506.00",$787.00,,1.39
,1000.0000.2600.52380.010,,,Retirement,$764.05,,,"$1,677.39","$1,716.00","$9,868.00","$10,448.00",$580.00,,5.88
,1000.0000.2600.53000.010,,,Purchased Professional,,$0.00,,$0.00,$0.00,$0.00,$118.00,$118.00,,0.00
,1000.0000.2600.53300.010,,,Employee Training,,$0.00,,$0.00,$0.00,$125.00,$125.00,,$0.00,0.00
,1000.0000.2600.54300.010,,,Purchased Repairs/Maint,"$85,022.55",,,"$96,340.60","$128,554.36","$104,144.00","$117,387.00","$13,243.00",,12.72
,1000.0000.2600.55200.010,,,Insurance,"$32,411.20",,,"$32,679.04","$20,520.21","$43,425.00","$47,860.00","$4,435.00",,10.21
,1000.0000.2600.55320.010,,,Telephone,"$4,552.16",,,"$9,217.33","$10,135.01","$9,494.00","$9,494.00",,$0.00,0.00
,1000.0000.2600.55800.010,,,Travel,,$0.00,,$0.00,$45.56,$0.00,$15.00,,$15.00,0.00
,1000.0000.2600.56000.010,,,Supplies,"$21,856.51",,,"$31,415.80","$22,761.80","$28,500.00","$29,600.00","$1,100.00",,3.86
,1000.0000.2600.56011.010,,,Materials for Repair,"$2,554.61",,,"$2,321.61","$6,592.30","$9,100.00","$10,100.00","$1,000.00",,10.99
,1000.0000.2600.56013.010,,,Major Maintenance,"$10,610.00",,,"$4,980.32","$2,355.00","$16,500.00","$16,705.00",$205.00,,1.24
,1000.0000.2600.56050.010,,,Furniture & Equipment,- $244.07,,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,,Non Instructional DCS,,,,,,,,,,
,1000.0000.2600.56220.010,,,Electricity - Durham,"$123,515.62",,,"$86,520.41","$87,261.02","$142,000.00","$144,000.00","$2,000.00",,1.41
,1000.0000.2600.56240.010,,,Heating Fuel,"$11,645.53",,,"$17,413.11","$20,105.35","$20,000.00","$13,000.00","($7,000.00)",,(35.00)
Program:,OVERHEAD,- 0000,,,"$508,774.70",,"$530,116.24",,"$548,778.13","$637,233.00","$665,325.00","$28,092.00",,4.41
Function:,OPERATION,OF PLANT,- 2600,,"$508,774.70",,"$530,116.24",,"$548,778.13","$637,233.00","$665,325.00","$28,092.00",,4.41
Cost,Center:,DURHAM COMMUNITY,- 010,,"$508,774.70",,"$530,116.24",,"$548,778.13","$637,233.00","$665,325.00","$28,092.00",,4.41
,Adopted,04/09/2025,,,,,,,,,,,Page 80 of 91,
,,,,,,RSU,No. 5,,,,,,,
Article,9,Operations,&,Maintenance- Adopted,,,,,,,,,,
From,Date:,7/1/2025,To,Date: 6/30/2026,Definition:,FY26,Adopted,,,,,,,
,,,,,,,,,,,FY26,Dollar,,Percent
,,,,,FY22 Actual,,FY23,Actual FY24,Actual FY25,Adopted,,Difference,,Difference
,,,,,,,,,,,Adopted,,,
Account,,,,Description,,,,,,,,,,
,1000.0000.2600.51180.020,,,Custodial Salaries,"$131,777.99",,"$144,126.69",,"$170,157.14","$291,862.00","$257,246.00","($34,616.00)",,(11.86)
,1000.0000.2600.52080.020,,,Custodian Benefits,"$46,388.13",,,"$43,174.79","$100,138.60","$134,821.00","$122,678.00","($12,143.00)",,(9.01)
,1000.0000.2600.52380.020,,,Retirement,"$1,883.79",,,$910.78,"$2,640.94","$14,593.00","$12,862.00","($1,731.00)",,(11.86)
,1000.0000.2600.53000.020,,,Purchased Professional,,$0.00,,$0.00,$0.00,$0.00,$118.00,$118.00,,0.00
,1000.0000.2600.53300.020,,,Employee Training,,$0.00,,$0.00,$0.00,$125.00,$125.00,,$0.00,0.00
,1000.0000.2600.54100.020,,,Water/Sewage,"$27,400.03",,,"$18,957.62","$20,892.23","$20,097.00","$19,512.00",($585.00),,(2.91)
,1000.0000.2600.54300.020,,,Purchased Repairs/Maint,"$24,125.60",,,"$39,256.53","$66,441.20","$45,308.00","$46,239.00",$931.00,,2.05
,1000.0000.2600.55200.020,,,Insurance,"$15,192.75",,,"$15,318.31","$20,520.21","$19,903.00","$21,986.00","$2,083.00",,10.47
,1000.0000.2600.55320.020,,,Telephone,"$2,895.16",,,"$4,645.51","$5,653.58","$4,785.00","$4,785.00",,$0.00,0.00
,1000.0000.2600.55800.020,,,Travel,,$0.00,,$0.00,$44.22,$0.00,$15.00,,$15.00,0.00
,1000.0000.2600.56000.020,,,Supplies,"$17,664.18",,,"$28,630.04","$24,140.04","$24,000.00","$24,750.00",$750.00,,3.12
,1000.0000.2600.56011.020,,,Materials for Repair,"$2,547.97",,,"$4,715.14",$826.60,"$4,800.00","$6,400.00","$1,600.00",,33.33
,1000.0000.2600.56013.020,,,Major Maintenance,"$11,307.06",,,"$6,120.56","$2,339.75","$5,500.00","$14,000.00","$8,500.00",,154.55
,1000.0000.2600.56050.020,,,Furniture & Equipment,"- $4,899.25",,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,,Non Instructional MSS,,,,,,,,,,
,1000.0000.2600.56220.020,,,Electricity,"$32,540.40",,,"$21,453.41","$21,990.85","$6,000.00","$10,000.00","$4,000.00",,66.67
,1000.0000.2600.56240.020,,,Heating Fuel,"$38,548.67",,,"$44,779.81","$27,977.85","$43,500.00","$41,000.00","($2,500.00)",,(5.75)
Program:,OVERHEAD,- 0000,,,"$357,170.98",,"$372,089.19",,"$463,763.21","$615,294.00","$581,716.00","($33,578.00)",,(5.46)
Function:,OPERATION,OF,PLANT - 2600,,"$357,170.98",,"$372,089.19",,"$463,763.21","$615,294.00","$581,716.00","($33,578.00)",,(5.46)
Cost,Center:,MORSE STREET,- 020,,"$357,170.98",,"$372,089.19",,"$463,763.21","$615,294.00","$581,716.00","($33,578.00)",,(5.46)
,Adopted,04/09/2025,,,,,,,,,,,Page 81 of 91,
,,,,,,RSU,No. 5,,,,,,,
Article,9,Operations &,Maintenance-,Adopted,,,,,,,,,,
From,Date:,7/1/2025,To,Date: 6/30/2026,Definition:,FY26,Adopted,,,,,,,
,,,,,,,,,,,FY26,Dollar,,Percent
,,,,,FY22 Actual,,FY23,Actual FY24,Actual FY25,Adopted,,Difference,,Difference
,,,,,,,,,,,Adopted,,,
Account,,,,Description,,,,,,,,,,
,1000.0000.2600.51180.030,,,Custodial Salaries,"$53,087.53",,,"$65,224.21","$97,052.51","$95,724.00","$100,353.00","$4,629.00",,4.84
,1000.0000.2600.52080.030,,,Custodian Benefits,"$8,327.25",,,"$11,523.07","$21,268.09","$26,590.00","$26,752.00",$162.00,,0.61
,1000.0000.2600.52380.030,,,Retirement,$382.34,,,$0.00,$0.00,"$4,786.00","$5,018.00",$232.00,,4.85
,1000.0000.2600.53000.030,,,Purchased Professional,,$0.00,,$0.00,$0.00,$0.00,$118.00,$118.00,,0.00
,1000.0000.2600.53300.030,,,Employee Training,,$0.00,,$0.00,$0.00,$0.00,$125.00,$125.00,,0.00
,1000.0000.2600.54100.030,,,Water/Sewage,,$0.00,,$0.00,"$2,800.00",$0.00,$0.00,,$0.00,0.00
,1000.0000.2600.54300.030,,,Purchased Repairs/Maint,"$32,533.93",,,"$34,487.40","$52,590.76","$36,879.00","$37,764.00",$885.00,,2.40
,1000.0000.2600.55200.030,,,Insurance,"$9,115.65",,,"$9,190.98","$20,520.21","$12,666.00","$14,025.00","$1,359.00",,10.73
,1000.0000.2600.55320.030,,,Telephone,"$1,910.92",,,"$2,967.72","$4,082.39","$3,057.00","$3,057.00",,$0.00,0.00
,1000.0000.2600.55800.030,,,Travel,,$0.00,,$0.00,$37.52,$0.00,$15.00,,$15.00,0.00
,1000.0000.2600.56000.030,,,Supplies,"$11,255.83",,,"$18,226.32","$12,283.95","$12,500.00","$12,925.00",$425.00,,3.40
,1000.0000.2600.56011.030,,,Materials for Repair,"$2,794.73",,,"$3,264.73","$2,064.97","$6,000.00","$6,700.00",$700.00,,11.67
,1000.0000.2600.56013.030,,,Major Maintenance,"$6,142.86",,,$0.00,"$15,303.41","$5,900.00",$0.00,"($5,900.00)",,(100.00)
,1000.0000.2600.56050.030,,,Furniture & Equipment,"- $3,603.35",,,"$2,321.35",$0.00,$0.00,$0.00,,$0.00,0.00
,,,,Non Instructional PES,,,,,,,,,,
,1000.0000.2600.56220.030,,,Electricity,"$18,570.10",,,"$11,965.22","$12,057.25","$4,000.00","$8,000.00","$4,000.00",,100.00
,1000.0000.2600.56240.030,,,Heating Fuel,"$22,909.17",,,"$26,368.55","$27,016.12","$29,500.00","$28,000.00","($1,500.00)",,(5.08)
Program:,OVERHEAD,- 0000,,,"$170,633.66",,"$185,539.55",,"$267,077.18","$237,602.00","$242,852.00","$5,250.00",,2.21
Function:,OPERATION,OF PLANT,- 2600,,"$170,633.66",,"$185,539.55",,"$267,077.18","$237,602.00","$242,852.00","$5,250.00",,2.21
Cost,Center:,POWNAL ELEMENTARY,- 030,,"$170,633.66",,"$185,539.55",,"$267,077.18","$237,602.00","$242,852.00","$5,250.00",,2.21
,Adopted,04/09/2025,,,,,,,,,,,Page 82 of 91,
,,,,,,RSU,No. 5,,,,,,,
Article,9,Operations,&,Maintenance- Adopted,,,,,,,,,,
From,Date:,7/1/2025,,To Date: 6/30/2026,Definition:,FY26,Adopted,,,,,,,
,,,,,,,,,,,FY26,Dollar,,Percent
,,,,,FY22 Actual,,FY23,Actual FY24,Actual FY25,Adopted,,Difference,,Difference
,,,,,,,,,,,Adopted,,,
Account,,,,Description,,,,,,,,,,
,1000.0000.2600.51180.040,,,Custodian Salaries,"$152,290.87",,"$130,629.88",,"$114,676.96","$141,512.00","$146,409.00","$4,897.00",,3.46
,1000.0000.2600.52080.040,,,Custodian Benefits,"$64,160.48",,,"$58,148.61","$96,671.60","$79,701.00","$84,153.00","$4,452.00",,5.59
,1000.0000.2600.52380.040,,,Retirement,"$6,376.19",,,"$7,045.25","$5,574.49","$7,076.00","$7,320.00",$244.00,,3.45
,1000.0000.2600.53000.040,,,Purchased Professional,,$0.00,,$0.00,$0.00,$0.00,$118.00,$118.00,,0.00
,1000.0000.2600.53300.040,,,Employee Training,,$0.00,,$0.00,$0.00,$125.00,$125.00,,$0.00,0.00
,1000.0000.2600.54100.040,,,Water/Sewage,"$8,360.29",,,"$9,758.31","$9,658.49","$11,287.00","$10,958.00",($329.00),,(2.91)
,1000.0000.2600.54300.040,,,Purchased Repairs/Maint,"$36,690.89",,,"$46,562.42","$83,999.02","$49,399.00","$53,057.00","$3,658.00",,7.41
,1000.0000.2600.55200.040,,,Insurance,"$15,192.75",,,"$15,318.31","$20,520.21","$19,903.00","$21,986.00","$2,083.00",,10.47
,1000.0000.2600.55320.040,,,Telephone,"$2,403.57",,,"$4,211.45","$4,313.92","$4,337.00","$4,337.00",,$0.00,0.00
,1000.0000.2600.55800.040,,,Travel,,$0.00,,$0.00,$152.76,$0.00,$15.00,,$15.00,0.00
,1000.0000.2600.56000.040,,,Supplies,"$14,059.85",,,"$22,365.80","$23,654.88","$24,000.00","$22,700.00","($1,300.00)",,(5.42)
,1000.0000.2600.56011.040,,,Material Repair,"$1,528.62",,,"$5,281.83","$2,858.62","$4,900.00","$6,500.00","$1,600.00",,32.65
,1000.0000.2600.56013.040,,,Major Maintenance,"$6,555.00",,,"$4,751.94","$14,004.00","$13,000.00","$5,930.00","($7,070.00)",,(54.38)
,1000.0000.2600.56050.040,,,Furniture & Equipment,"- $5,594.47",,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,,Non Instructional MLS,,,,,,,,,,
,1000.0000.2600.56220.040,,,Electricity,"$27,522.43",,,"$24,324.85","$25,829.82","$6,773.00","$10,000.00","$3,227.00",,47.65
,1000.0000.2600.56240.040,,,Heating Fuel,"$34,594.86",,,"$34,062.19","$27,809.11","$43,000.00","$39,000.00","($4,000.00)",,(9.30)
Program:,OVERHEAD,- 0000,,,"$375,330.27",,"$362,460.84",,"$429,723.88","$405,013.00","$412,608.00","$7,595.00",,1.88
Function:,OPERATION,OF,PLANT - 2600,,"$375,330.27",,"$362,460.84",,"$429,723.88","$405,013.00","$412,608.00","$7,595.00",,1.88
Cost,Center: MAST,LANDING,- 040,,"$375,330.27",,"$362,460.84",,"$429,723.88","$405,013.00","$412,608.00","$7,595.00",,1.88
,Adopted,04/09/2025,,,,,,,,,,,Page 83 of 91,
,,,,,,RSU,No. 5,,,,,,,
Article,9,Operations,&,Maintenance- Adopted,,,,,,,,,,
From,Date:,7/1/2025,To,Date: 6/30/2026,Definition:,FY26,Adopted,,,,,,,
,,,,,,,,,,,FY26,Dollar,,Percent
,,,,,FY22 Actual,,FY23,Actual FY24,Actual FY25,Adopted,,Difference,,Difference
,,,,,,,,,,,Adopted,,,
Account,,,,Description,,,,,,,,,,
,1000.0000.2600.51180.050,,,Custodian Salaries,"$160,641.30",,"$159,607.98",,"$218,450.42","$231,545.00","$245,456.00","$13,911.00",,6.01
,1000.0000.2600.52080.050,,,Custodian Benefits,"$59,466.72",,,"$60,531.88","$141,292.60","$104,599.00","$106,699.00","$2,100.00",,2.01
,1000.0000.2600.52380.050,,,Retirement,"$4,199.27",,,"$3,107.40","$2,623.77","$11,577.00","$12,273.00",$696.00,,6.01
,1000.0000.2600.53000.050,,,Purchased Professional,,$0.00,,$0.00,$0.00,$0.00,$118.00,$118.00,,0.00
,1000.0000.2600.53300.050,,,Employee Training,,$0.00,,$0.00,$0.00,$0.00,$125.00,$125.00,,0.00
,1000.0000.2600.54100.050,,,Water/Sewage,"$11,648.56",,,"$12,551.51","$11,488.82","$13,562.00","$13,167.00",($395.00),,(2.91)
,1000.0000.2600.54300.050,,,Purchased Repair,"$43,684.24",,,"$61,691.90","$81,041.98","$53,675.00","$57,081.00","$3,406.00",,6.35
,1000.0000.2600.55200.050,,,Insurance,"$14,179.90",,,"$14,297.09","$20,520.21","$18,813.00","$20,787.00","$1,974.00",,10.49
,1000.0000.2600.55320.050,,,Telephone,"$4,691.02",,,"$8,916.28","$10,914.77","$9,183.00","$9,183.00",,$0.00,0.00
,1000.0000.2600.55800.050,,,Travel,,$0.00,,$0.00,$45.56,$0.00,$15.00,,$15.00,0.00
,1000.0000.2600.56000.050,,,Supplies,"$16,192.74",,,"$25,762.34","$25,078.44","$24,300.00","$22,525.00","($1,775.00)",,(7.30)
,1000.0000.2600.56011.050,,,Materials for Repair,"$3,003.75",,,"$4,258.57","$1,946.18","$5,900.00","$6,950.00","$1,050.00",,17.80
,1000.0000.2600.56013.050,,,Major Maintenance,"$16,375.43",,,$118.00,"$4,602.40","$6,000.00","$15,035.00","$9,035.00",,150.58
,1000.0000.2600.56050.050,,,Furniture & Equipment,"- $4,174.32",,,"$1,513.85",$0.00,$0.00,$0.00,,$0.00,0.00
,,,,Non Instructional FMS,,,,,,,,,,
,1000.0000.2600.56220.050,,,Electricity,"$40,969.23",,,"$25,924.67","$26,124.10","$13,000.00","$14,000.00","$1,000.00",,7.69
,1000.0000.2600.56240.050,,,Heating Fuel,"$48,303.80",,,"$47,859.21","$53,610.39","$55,000.00","$50,000.00","($5,000.00)",,(9.09)
Program:,OVERHEAD,- 0000,,,"$427,530.28",,"$426,140.68",,"$597,739.64","$547,154.00","$573,414.00","$26,260.00",,4.80
Function:,OPERATION,OF,PLANT - 2600,,"$427,530.28",,"$426,140.68",,"$597,739.64","$547,154.00","$573,414.00","$26,260.00",,4.80
Cost,Center:,FREEPORT,MIDDLE SCHOOL,- 050,"$427,530.28",,"$426,140.68",,"$597,739.64","$547,154.00","$573,414.00","$26,260.00",,4.80
,Adopted,04/09/2025,,,,,,,,,,,Page 84 of 91,
