1000.0000.2213.55810.300,,Travel,"$1,185.81",,$0.00,,$0.00,"$1,000.00","$1,000.00",$0.00,0.00
1000.0000.2213.55810.950,,Travel,$168.05,($168.12),,,$0.00,$250.00,$250.00,$0.00,0.00
1000.0000.2213.56000.300,,Supplies,$0.00,,$0.00,,$72.41,$0.00,$0.00,$0.00,0.00
1000.0000.2213.56000.950,,Supplies,$0.00,,$0.00,,$143.60,"$1,000.00","$1,150.00",$150.00,15.00
1000.0000.2213.56400.050,,Books,$0.00,,$0.00,,$45.71,$0.00,$0.00,$0.00,0.00
1000.0000.2213.56400.950,,Books,$0.00,,$28.00,,$0.00,"$1,400.00","$1,400.00",$0.00,0.00
1000.0000.2220.51010.010,,Librarian Salary,"$66,475.02","$72,481.15",,"$72,492.56",,"$75,483.00","$80,735.00","$5,252.00",6.96
1000.0000.2220.51010.020,,Librarian Salary,"$36,859.24","$41,215.07",,"$30,814.43",,"$31,235.00","$35,726.00","$4,491.00",14.38
1000.0000.2220.51010.030,,Librarian Salaries,"$27,142.80","$24,662.53",,"$29,414.43",,"$33,725.00","$35,726.00","$2,001.00",5.93
1000.0000.2220.51010.040,,Librarian Salary,"$63,512.28","$65,248.08",,"$87,929.52",,"$87,685.00","$67,015.00","($20,670.00)",(23.57)
1000.0000.2220.51010.050,,Librarian Salaries,"$66,384.50","$72,428.52",,"$72,167.78",,"$75,636.00","$80,237.00","$4,601.00",6.08
,03/22/2023,,,,,,,,,Page 34,
,,,,RSU,No.,5,,,,,
Article 5,Student and,Staff Support -,Proposed,,,,,,,,
From Date:,3/22/2023,To Date:,3/22/2023 Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,Percentage
,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,Description,,,,,,,,,
1000.0000.2220.51010.300,,Librarian Salary,"$77,525.22","$74,880.66",,"$77,978.58",,"$81,341.00","$84,853.00","$3,512.00",4.32
1000.0000.2220.51020.010,,Ed Tech Salaries,$0.00,"$5,649.06",,"$15,945.51",,"$14,392.00","$18,034.00","$3,642.00",25.31
1000.0000.2220.51020.020,,Ed Tech Salaries,"$11,807.59","$14,094.43",,"$15,204.75",,"$14,391.00","$12,275.00","($2,116.00)",(14.70)
1000.0000.2220.51020.030,,Ed Tech Salaries,"$31,013.51","$25,741.74",,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2220.51020.040,,Ed Tech Salaries,"$11,807.36","$39,300.86",,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2220.51020.050,,Ed Tech Salaries,$0.00,"$1,239.82",,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2220.51020.300,,Ed Tech Salaries,"$14,836.94","$14,711.54",,"$16,575.71",,"$22,899.00","$24,227.00","$1,328.00",5.80
1000.0000.2220.52010.010,,Librarian Benefits,"$21,005.67","$4,871.91",,"$21,325.03",,"$23,958.00","$23,470.00",($488.00),(2.04)
1000.0000.2220.52010.020,,Librarian Benefits,"$5,526.31","$2,337.32",,,"$2,400.91","$2,453.00","$8,525.00","$6,072.00",247.53
1000.0000.2220.52010.030,,Librarian Benefits,"$2,938.83","$1,633.18",,,"$2,380.49","$2,508.00","$8,525.00","$6,017.00",239.91
1000.0000.2220.52010.040,,Librarian Benefits,"$12,695.74","$2,827.88",,"$15,889.91",,"$16,414.00","$4,994.00","($11,420.00)",(69.57)
1000.0000.2220.52010.050,,Librarian Benefits,"$21,476.06","$4,837.17",,"$21,189.43",,"$23,960.00","$23,459.00",($501.00),(2.09)
1000.0000.2220.52010.300,,Librarian Benefits,"$15,834.88","$3,514.00",,"$15,710.12",,"$16,274.00","$10,847.00","($5,427.00)",(33.35)
1000.0000.2220.52020.010,,Ed Tech Salaries,$0.00,"$2,023.45",,,"$6,006.33","$6,184.00","$10,963.00","$4,779.00",77.28
1000.0000.2220.52020.020,,Library Ed Tech Benefit,"$6,148.35","$5,085.42",,,"$5,890.40","$11,987.00","$7,331.00","($4,656.00)",(38.84)
1000.0000.2220.52020.030,,Ed Tech Benefits,"$3,149.05","$2,283.61",,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2220.52020.040,,Ed Tech Benefits,"$6,147.95","$4,540.66",,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2220.52020.300,,Ed Tech Benefits,"$4,174.01",,$156.34,,$386.66,"$10,224.00","$11,652.00","$1,428.00",13.97
1000.0000.2220.52310.010,,Retirement,"$2,745.34",,$652.80,,"$2,973.40","$3,140.00","$3,609.00",$469.00,14.94
1000.0000.2220.52310.020,,Retirement,"$1,577.65",,$157.17,,"$1,333.48","$1,299.00","$1,597.00",$298.00,22.94
1000.0000.2220.52310.030,,Retirement,"$1,151.82",,($10.08),,"$1,279.70","$1,402.00","$1,597.00",$195.00,13.91
1000.0000.2220.52310.040,,Retirement,"$2,642.12",,$628.20,,"$3,558.00","$3,647.00","$2,996.00",($651.00),(17.85)
1000.0000.2220.52310.050,,Retirement,"$3,116.26",,$732.60,,"$2,771.33","$3,146.00","$3,587.00",$441.00,14.02
1000.0000.2220.52310.300,,Retirement,"$2,972.84",,$712.38,,"$2,994.45","$3,383.00","$3,792.00",$409.00,12.09
,03/22/2023,,,,,,,,,Page 35,
,,,,RSU,No.,5,,,,,
Article 5,Student and,Staff Support -,Proposed,,,,,,,,
From Date:,3/22/2023,To Date:,3/22/2023 Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,Percentage
,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,Description,,,,,,,,,
1000.0000.2220.52320.010,,Ed Tech Retirement,$0.00,,$0.00,,$612.42,$599.00,$864.00,$265.00,44.24
1000.0000.2220.52320.020,,Retirement,$491.29,,$201.15,,$583.73,$0.00,$587.00,$587.00,0.00
1000.0000.2220.52320.030,,Retirement,"$1,153.77",,$22.69,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2220.52320.040,,Retirement,$491.07,,$201.11,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2220.52320.300,,Retirement,$0.00,,$0.00,,$0.00,$952.00,"$1,170.00",$218.00,22.90
1000.0000.2220.54330.010,,Software,"$1,042.50","$1,042.50",,,"$1,060.35","$1,043.00","$1,129.00",$86.00,8.25
1000.0000.2220.54330.020,,Software,"$1,042.50","$1,042.50",,,"$1,060.35","$1,043.00","$1,129.00",$86.00,8.25
1000.0000.2220.54330.030,,Software,"$1,042.50","$1,042.50",,,"$1,060.35","$1,043.00","$1,129.00",$86.00,8.25
1000.0000.2220.54330.040,,Software,"$1,042.50","$1,042.50",,,"$1,060.35","$1,043.00","$1,129.00",$86.00,8.25
1000.0000.2220.54330.050,,Software,"$1,042.50","$1,042.50",,,"$1,060.35","$1,043.00","$1,129.00",$86.00,8.25
1000.0000.2220.54330.300,,Software,"$1,042.50","$1,042.50",,,"$1,060.35","$2,843.00","$1,129.00","($1,714.00)",(60.29)
1000.0000.2220.56000.010,,Supplies,$0.00,"$1,120.73",,,"$1,282.81","$1,300.00",$0.00,"($1,300.00)",(100.00)
1000.0000.2220.56000.020,,Supplies,$309.25,,$0.00,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2220.56000.030,,Supplies,$159.62,,$0.00,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2220.56000.040,,Supplies,$449.14,,$0.00,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2220.56000.050,,Supplies,$153.47,,$486.29,,$372.55,$500.00,$0.00,($500.00),(100.00)
1000.0000.2220.56000.300,,Supplies,$535.81,,$802.70,,"$1,430.17","$1,440.00",$0.00,"($1,440.00)",(100.00)
1000.0000.2220.56100.010,,Supplies,"$1,511.42",,$143.33,,$0.00,$0.00,"$1,300.00","$1,300.00",0.00
1000.0000.2220.56100.020,,Instructional Supplies,$0.00,,$114.10,,$0.00,$339.00,$350.00,$11.00,3.24
1000.0000.2220.56100.030,,Instructional Supplies,$0.00,,$150.10,,$32.25,$338.74,$350.00,$11.26,3.32
1000.0000.2220.56100.040,,Instructional Supplies,$0.00,,$331.44,,$153.34,$339.00,$350.00,$11.00,3.24
1000.0000.2220.56100.050,,Instructional Supplies,$0.00,,$0.00,,$0.00,$0.00,$500.00,$500.00,0.00
1000.0000.2220.56100.300,,Instructional Supplies,$0.00,,$0.00,,$0.00,$0.00,"$1,440.00","$1,440.00",0.00
1000.0000.2220.56400.010,,Books,"$8,539.73","$8,652.47",,,"$8,999.44","$11,114.50","$10,080.00","($1,034.50)",(9.31)
,03/22/2023,,,,,,,,,Page 36,
