,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,,Description,,,,,,,,,
1000.1100.1000.54330.020,,Software,,$0.00,,$0.00,,"$3,750.00","$5,520.00","$6,381.00",$861.00,15.60
1000.1100.1000.54330.030,,Software,,$0.00,,$96.00,,$0.00,"$5,853.00","$5,831.00",($22.00),(0.38)
1000.1100.1000.54330.040,,Software,,$0.00,,$17.99,,"$3,516.98","$4,175.00","$5,395.00","$1,220.00",29.22
1000.1100.1000.54330.050,,Software,,"$4,457.43","$6,149.30",,,"$5,904.87","$5,907.61","$5,908.00",$0.39,0.01
1000.1100.1000.55800.010,,Travel,,"$1,838.67",,$326.84,,$700.81,"$2,000.00","$2,000.00",$0.00,0.00
1000.1100.1000.55800.020,,Travel,,$402.11,,$45.55,,$60.84,$540.00,$540.00,$0.00,0.00
1000.1100.1000.55800.030,,Travel,,"$1,108.72",,$701.18,,$963.05,"$1,100.00","$1,100.00",$0.00,0.00
1000.1100.1000.55800.040,,Travel,,"$1,730.88",,$146.14,,$744.15,$590.00,$580.00,($10.00),(1.69)
1000.1100.1000.55800.050,,Travel,,"$2,121.11",,$889.29,,$900.64,"$3,000.00","$3,000.00",$0.00,0.00
1000.1100.1000.56000.050,,Supplies,,$0.00,,$48.64,,$0.00,$0.00,$0.00,$0.00,0.00
1000.1100.1000.56100.010,,Supplies,,"$54,294.37","$48,047.68",,"$53,211.22",,"$63,031.09","$66,208.00","$3,176.91",5.04
1000.1100.1000.56100.020,,Instructional,Supplies,"$32,219.50","$48,394.89",,"$30,583.92",,"$47,087.08","$47,090.00",$2.92,0.01
1000.1100.1000.56100.030,,Instructional,Supplies,"$18,666.61","$16,799.21",,"$15,007.55",,"$18,357.33","$21,915.00","$3,557.67",19.38
1000.1100.1000.56100.040,,Instructional,Supplies,"$27,099.97","$20,330.22",,"$28,391.27",,"$37,205.88","$40,183.00","$2,977.12",8.00
1000.1100.1000.56100.050,,Instructional,Supplies,"$36,679.93","$53,561.70",,"$42,472.07",,"$43,312.61","$43,313.00",$0.39,0.00
1000.1100.1000.56110.030,,Equipment,"& Furniture, Instructional",$0.00,,$0.00,,$0.00,"$1,300.00","$3,600.00","$2,300.00",176.92
1000.1100.1000.56400.010,,Books,,"$16,969.07","$9,515.23",,"$10,643.60",,"$12,194.64","$15,800.00","$3,605.36",29.57
1000.1100.1000.56400.020,,BOOKS,,"$5,937.65","$8,096.29",,"$14,817.52",,"$6,774.80","$10,000.00","$3,225.20",47.61
1000.1100.1000.56400.030,,Books,,"$2,193.62","$3,255.20",,,"$2,381.95","$2,817.18","$4,300.00","$1,482.82",52.63
1000.1100.1000.56400.040,,Books,,"$9,628.51","$8,309.47",,,"$5,536.65","$6,597.32","$6,800.00",$202.68,3.07
1000.1100.1000.56400.050,,Books,,"$7,414.25","$9,695.74",,,"$8,433.80","$9,823.46","$12,000.00","$2,176.54",22.16
1000.1100.1000.57300.010,,Equipment,,"$17,475.78","$20,356.46",,,"$5,740.17","$14,109.58","$7,285.00","($6,824.58)",(48.37)
1000.1100.1000.57300.020,,Equipment,,"$10,939.76","$18,663.75",,,"$5,158.65","$4,865.29",$0.00,"($4,865.29)",(100.00)
1000.1100.1000.57300.030,,Equipment,,"$4,088.95","$4,818.72",,,"$2,761.99",$0.00,$0.00,$0.00,0.00
,03/22/2023,,,,,,,,,,Page 6,
