Account,,,,Description,,,,,,,,,,,,
,1000.0000.2120.56100.030,,Supplies,,,$13.99,,$338.11,$228.81,,$350.00,,$350.00,,$0.00,0.00
,1000.0000.2120.56400.030,,Books,,,$67.37,,$148.29,$130.69,,$150.00,,$150.00,,$0.00,0.00
,1000.0000.2120.57300.030,,,Equipment,,$0.00,,$0.00,,$46.96,$750.00,,$0.00,($750.00),,(100.00)
,1000.0000.2120.58100.030,,Dues,& Fees,,$0.00,,$0.00,,$0.00,,$0.00,$276.00,,$276.00,0.00
Program:,OVERHEAD,- 0000,,,"$118,711.90",,"$45,662.85","$38,724.09",,"$46,656.00",,"$50,071.00",,"$3,415.00",,7.32
Function:,,COUNSELING -,2120,,"$118,711.90",,"$45,662.85","$38,724.09",,"$46,656.00",,"$50,071.00",,"$3,415.00",,7.32
,1000.0000.2130.51010.030,,Nurse,Salary,,"$57,691.95",,"$55,055.86","$59,853.97",,"$60,909.00",,"$60,453.00",($456.00),,(0.75)
,1000.0000.2130.51200.030,,Nurse,Substitute - PES,,$0.00,,$420.00,"$3,290.00",,,$0.00,$0.00,,$0.00,0.00
,1000.0000.2130.52000.030,,,Employee Benefits,,$0.00,,$0.00,$176.21,,,$0.00,$0.00,,$0.00,0.00
,1000.0000.2130.52010.030,,Nurse,Benefits,,"$4,185.48",,"$15,761.51","$15,864.10",,"$18,694.00",,"$24,802.00","$6,108.00",,32.67
,1000.0000.2130.52030.030,,Nurse,Sub Benefits - PES,,$0.00,,$15.76,,$0.00,,$0.00,$0.00,,$0.00,0.00
,1000.0000.2130.52300.030,,,Retirement - Stipends,,$0.00,,$0.00,,$5.38,,$0.00,$0.00,,$0.00,0.00
,1000.0000.2130.52310.030,,,Retirement,,$129.80,,"$1,679.37","$8,759.09",,"$2,723.00",,"$2,891.00",,$168.00,6.17
,1000.0000.2130.53000.030,,,Purchased Professional,,$0.00,,$0.00,$244.00,,$300.00,,$300.00,,$0.00,0.00
,1000.0000.2130.54310.030,,Repairs,& Maintenance,,$0.00,,$0.00,,$0.00,$135.00,,$135.00,,$0.00,0.00
,1000.0000.2130.56000.030,,Supplies,,,$311.72,,$229.04,$287.54,,$309.00,,$309.00,,$0.00,0.00
,1000.0000.2130.58100.030,,Dues,& Fees,,$0.00,,$0.00,,$0.00,,$0.00,$130.00,,$130.00,0.00
Program:,OVERHEAD,- 0000,,,"$62,318.95",,"$73,161.54","$88,480.29",,"$83,070.00",,"$89,020.00",,"$5,950.00",,7.16
Function:,HEALTH,SERVICES,- 2130,,"$62,318.95",,"$73,161.54","$88,480.29",,"$83,070.00",,"$89,020.00",,"$5,950.00",,7.16
,1000.0000.2213.51500.030,,,Stipends-Acad Leadership and,LCC,$0.00,,"$5,646.00","$5,496.00",,"$6,021.00",,"$5,721.00",($300.00),,(4.98)
,03/27/2024,,,,,,,,,,,,,,46 of 81,
,,,,,,,RSU No.,5,,,,,,,,
Article,5,Student and,Staff,Support- Adopted,,,,,,,,,,,,
From,Date:,7/1/2023,To,Date: 6/30/2024,Definition:,,FY25 Adopted,,,,,,,,,
,,,,,,,,,,,,,FY25,,Dollar,Percent
,,,,,,FY21 Actual,FY22,Actual,FY23 Actual,FY24,Adopted,,,Difference,,Difference
,,,,,,,,,,,,,Adopted,,,
Account,,,,Description,,,,,,,,,,,,
,1000.0000.2213.52000.030,,Stipend,Benefits - PES,,$0.00,,$105.55,$492.36,,,$0.00,$97.00,,$97.00,0.00
,1000.0000.2213.52300.030,,Stipend,Retirement - PES,,$0.00,,$216.82,$422.88,,,$0.00,$256.00,,$256.00,0.00
Program:,OVERHEAD,- 0000,,,$0.00,,"$5,968.37","$6,411.24",,"$6,021.00",,,"$6,074.00",$53.00,,0.88
Function:,,INSTRUCTIONAL,STAFF TRAINING,- 2213,$0.00,,"$5,968.37","$6,411.24",,"$6,021.00",,,"$6,074.00",$53.00,,0.88
,1000.0000.2220.51010.030,,Librarian,Salaries,,"$24,662.53",,"$29,414.43","$33,016.46",,"$35,726.00",,"$38,654.00","$2,928.00",,8.20
,1000.0000.2220.51020.030,,Ed Tech,Salaries,,"$25,741.74",,$0.00,,$0.00,,$0.00,$0.00,,$0.00,0.00
,1000.0000.2220.52010.030,,Librarian,Benefits,,"$1,633.18",,"$2,380.49","$13,612.17",,"$8,525.00",,"$15,198.00","$6,673.00",,78.28
,1000.0000.2220.52020.030,,Ed Tech,Benefits,,"$2,283.61",,$0.00,,$0.00,,$0.00,$0.00,,$0.00,0.00
,1000.0000.2220.52310.030,,Retirement,,,($10.08),,$196.33,"$1,300.42",,"$1,597.00",,"$1,872.00",,$275.00,17.22
,1000.0000.2220.52320.030,,Retirement,,,$22.69,,$0.00,,$0.00,,$0.00,$0.00,,$0.00,0.00
,1000.0000.2220.54330.030,,Software,,,"$1,042.50",,"$1,060.35","$1,043.00",,"$1,129.00",,"$1,320.00",,$191.00,16.92
,1000.0000.2220.56100.030,,Instructional,Supplies,,$150.10,,$32.25,$221.42,,$350.00,,$350.00,,$0.00,0.00
,1000.0000.2220.56400.030,,Books &,Periodicals,,"$4,218.09",,"$3,749.06","$2,225.59",,"$2,663.00",,"$2,774.00",,$111.00,4.17
Program:,OVERHEAD,- 0000,,,"$59,744.36",,"$36,832.91","$51,419.06",,"$49,990.00",,"$60,168.00",,"$10,178.00",,20.36
Function:,LIBRARY,SERVICES,- 2220,,"$59,744.36",,"$36,832.91","$51,419.06",,"$49,990.00",,"$60,168.00",,"$10,178.00",,20.36
,1000.0000.2230.51010.030,,Teacher,Salaries,,($956.06),,$60.00,$375.00,,,$0.00,$0.00,,$0.00,0.00
,1000.0000.2230.52000.030,,Benefits,,,"$3,220.83",,$0.00,,$0.00,,$0.00,$0.00,,$0.00,0.00
,1000.0000.2230.52010.030,,Teacher,Benefits,,$902.04,,$1.01,,$7.71,,$0.00,$0.00,,$0.00,0.00
,1000.0000.2230.52310.030,,Retirement,,,$141.62,,$2.30,,$14.41,,$0.00,$0.00,,$0.00,0.00
,1000.0000.2230.54330.030,,Software,,,$0.00,,$96.00,,$0.00,,$0.00,$0.00,,$0.00,0.00
Program:,OVERHEAD,- 0000,,,"$3,308.43",,$159.31,$397.12,,,$0.00,,$0.00,$0.00,,0.00
,03/27/2024,,,,,,,,,,,,,,47 of 81,
,,,,,,,RSU No.,5,,,,,,,,
,Article 5,Student and,Staff,Support- Adopted,,,,,,,,,,,,
From,Date:,7/1/2023,,To Date:,6/30/2024 Definition:,,FY25 Adopted,,,,,,,,,
,,,,,,,,,,,,,FY25,,Dollar,Percent
,,,,,,FY21 Actual,FY22,Actual,FY23 Actual,FY24,Adopted,,,Difference,,Difference
,,,,,,,,,,,,,Adopted,,,
,Account,,,Description,,,,,,,,,,,,
,Function:,INSTRUCTION,RELATED,TECHNOLOGY -,"$3,308.43",,$159.31,$397.12,,,$0.00,,$0.00,$0.00,,0.00
2230,,,,,,,,,,,,,,,,
Cost,Center:,POWNAL,ELEMENTARY,- 030,"$244,083.64","$161,784.98",,"$185,431.80",,"$185,737.00",,"$205,333.00",,"$19,596.00",,10.55
,1000.0000.2110.51010.040,,Social,Worker Salaries,,$0.00,,$0.00,,$0.00,"$21,853.00",,"$22,550.00",,$697.00,3.19
,1000.0000.2110.52010.040,,Social,Worker Benefits,,$0.00,,$0.00,,$0.00,"$5,367.00",,"$6,865.00","$1,498.00",,27.91
,1000.0000.2110.52310.040,,Social,Worker Retirement,,$0.00,,$0.00,,$0.00,$976.00,,"$1,079.00",,$103.00,10.55
,Program:,OVERHEAD - 0000,,,$0.00,,$0.00,,$0.00,"$28,196.00",,"$30,494.00",,"$2,298.00",,8.15
,Function: Attendance,& Social,Work,- 2110,$0.00,,$0.00,,$0.00,"$28,196.00",,"$30,494.00",,"$2,298.00",,8.15
,1000.0000.2120.51010.040,,,Guidance Salaries,,"$85,820.83",,"$94,959.68","$99,930.13",,"$82,324.00",,"$82,324.00",,$0.00,0.00
,1000.0000.2120.52010.040,,,Benefits,,"$1,766.92",,"$11,914.35","$9,251.11",,"$5,881.00",,"$13,856.00","$7,975.00",,135.61
,1000.0000.2120.52310.040,,,Retirement,,$685.86,,"$3,744.37","$3,831.00",,"$3,680.00",,"$3,984.00",,$304.00,8.26
,1000.0000.2120.53000.040,,,Purchased Professional,,$0.00,,$0.00,$226.25,,$300.00,,$300.00,,$0.00,0.00
,1000.0000.2120.54330.040,,,Software,,$0.00,,$333.33,$333.33,,$334.00,,$334.00,,$0.00,0.00
,1000.0000.2120.56100.040,,,Instructional Supplies,,$256.08,,$324.78,,$19.35,$350.00,,$350.00,,$0.00,0.00
,1000.0000.2120.56400.040,,,Guidance Books & Periodicals,,$0.00,,$0.00,,$0.00,$100.00,,$100.00,,$0.00,0.00
,1000.0000.2120.57300.040,,,Equipment,,$0.00,,$389.76,,$0.00,$750.00,,$0.00,($750.00),,(100.00)
,Program:,OVERHEAD - 0000,,,"$88,529.69","$111,666.27",,"$113,591.17",,"$93,719.00",,"$101,248.00",,"$7,529.00",,8.03
,Function:,COUNSELING -,2120,,"$88,529.69","$111,666.27",,"$113,591.17",,"$93,719.00",,"$101,248.00",,"$7,529.00",,8.03
,03/27/2024,,,,,,,,,,,,,,48 of 81,
