Function:,REGULAR,,INSTRUCTION -,1000,,"$6,225.02",,$0.00,,$0.00,"$186,000.00","$9,000.00","($177,000.00)",(95.16)
Cost,Center:,SYSTEM WIDE,- 900,,,"$6,225.02",,$0.00,,$0.00,"$186,000.00","$9,000.00","($177,000.00)",(95.16)
,1000.4100.1000.51010.950,,Teachers,Salary,,"$22,960.67","$68,262.20",,"$35,051.10",,"$98,482.00","$65,859.00","($32,623.00)",(33.13)
,1000.4100.1000.51020.950,,Ed,Tech Salaries,,$0.00,,$422.24,,$0.00,$0.00,$0.00,$0.00,0.00
,1000.4100.1000.52010.950,,Teacher,Benefits,,"$1,115.22","$6,519.31",,,"$2,397.81","$5,500.00","$11,193.00","$5,693.00",103.51
,1000.4100.1000.52020.950,,Ed,Tech Benefits,,$0.00,,$33.30,,$0.00,$0.00,$0.00,$0.00,0.00
,03/13/2024,,,,,,,,,,,,11,
,,,,,,,RSU,No.,5,,,,,
FY25,Article,1 Regular,,Instruction-,Proposed,,,,,,,,,
From,Date:,3/1/2024,,To Date:,3/31/2024,Definition:,,FY25,Proposed,,,,,
,,,,,,,,,,,,,,Percent
,,,,,,FY21 Actual,FY22 Actual,,FY23 Actual,FY24,Adopted FY25,Proposed Dollar,Difference,Difference
,Account,,,Description,,,,,,,,,,
,1000.4100.1000.52310.950,,,Retirement,,$176.54,"$2,752.59",,,"$1,345.96","$3,463.00","$3,187.00",($276.00),(7.97)
,1000.4100.1000.52320.950,,,Retirement,,$0.00,,$16.70,,$0.00,$0.00,$0.00,$0.00,0.00
,1000.4100.1000.53400.950,,,Professional,Services,$0.00,"$8,812.80",,,$0.00,$0.00,$0.00,$0.00,0.00
,1000.4100.1000.55800.950,,Travel,,,$0.00,,$0.00,,$263.26,$0.00,$0.00,$0.00,0.00
,1000.4100.1000.56100.950,,,Instructional,Supplies,$223.35,,$349.34,,$509.27,$500.00,$500.00,$0.00,0.00
,Program: ELL -,4100,,,,"$24,475.78","$87,168.48",,"$39,567.40",,"$107,945.00","$80,739.00","($27,206.00)",(25.20)
,1000.4900.1000.51010.950,,Teacher,Salaries,,"$179,841.78","$193,428.73",,"$201,446.16",,"$211,493.00","$211,493.00",$0.00,0.00
,1000.4900.1000.51500.950,,Stipends,,,"$3,208.64","$3,000.00",,,"$6,142.12","$12,876.00","$12,876.00",$0.00,0.00
,1000.4900.1000.52000.950,,Stipends,,,$0.00,,$47.78,,$963.49,$0.00,$218.00,$218.00,0.00
,1000.4900.1000.52010.950,,Teacher,Benefits,,"$4,115.68","$24,714.98",,"$37,079.24",,"$48,225.00","$63,219.00","$14,994.00",31.09
,1000.4900.1000.52300.950,,,Retirement,,$0.00,,$115.20,,$247.28,$632.00,$576.00,($56.00),(8.86)
,1000.4900.1000.52310.950,,,Retirement,,"$1,387.55","$5,380.78",,,"$7,627.26","$9,454.00","$9,926.00",$472.00,4.99
,1000.4900.1000.53000.950,,,Purchased,Professional Services,"$1,822.24",,$300.00,,"$2,238.52","$3,970.00","$4,038.00",$68.00,1.71
,1000.4900.1000.53400.950,,,Professional,Services Testing,$0.00,,$0.00,,$0.00,"$1,120.00","$1,957.00",$837.00,74.73
,1000.4900.1000.53440.950,,GaTE,K-8,Professional Servies,$316.00,"$2,618.59",,,$0.00,"$1,682.00","$1,704.00",$22.00,1.31
,1000.4900.1000.55800.950,,Travel,,,$0.00,,$62.83,,$123.78,$920.00,$920.00,$0.00,0.00
,1000.4900.1000.56100.950,,GaTE,K-8 Instructional,Supplies,"$1,146.97","$2,163.43",,,"$2,127.90","$2,117.00","$2,117.00",$0.00,0.00
,1000.4900.1000.56400.950,,GaTE,K-8 Books,,$447.26,,$317.93,,$407.10,"$1,200.00","$1,200.00",$0.00,0.00
,1000.4900.1000.58100.950,,Dues,and Fees,,$0.00,,$254.00,,"$1,394.00","$4,734.00","$4,754.00",$20.00,0.42
,Program: GIFTED,& TALENTED,- 4900,,,"$192,286.12","$232,404.25",,"$259,796.85",,"$298,423.00","$314,998.00","$16,575.00",5.55
,Function: REGULAR,,INSTRUCTION -,1000,,"$216,761.90","$319,572.73",,"$299,364.25",,"$406,368.00","$395,737.00","($10,631.00)",(2.62)
Cost,Center: K-8,- 950,,,,"$216,761.90","$319,572.73",,"$299,364.25",,"$406,368.00","$395,737.00","($10,631.00)",(2.62)
,03/13/2024,,,,,,,,,,,,12,
,,,,,,,RSU,No.,5,,,,,
FY25,Article,1 Regular,,Instruction-,Proposed,,,,,,,,,
From,Date:,3/1/2024,,To Date:,3/31/2024,Definition:,,FY25,Proposed,,,,,
,,,,,,,,,,,,,,Percent
,,,,,,FY21 Actual,FY22 Actual,,FY23 Actual,FY24,Adopted FY25,Proposed Dollar,Difference,Difference
,Account,,,Description,,,,,,,,,,
,1000.4100.1000.51010.990,,Teacher,Salaries,,"$7,107.57","$19,286.85",,"$174,712.45",,"$101,837.00","$175,963.00","$74,126.00",72.79
,1000.4100.1000.52010.990,,Teacher,Benefits,,$321.96,"$2,013.03",,"$25,422.51",,"$21,319.00","$41,524.00","$20,205.00",94.77
,1000.4100.1000.52310.990,,,Retirement,,$105.46,,$749.34,,"$6,696.71","$3,613.00","$8,472.00","$4,859.00",134.49
,1000.4100.1000.56100.990,,,Instructional,Supplies,$0.00,,$25.34,,$304.99,$500.00,$500.00,$0.00,0.00
,Program: ELL -,4100,,,,"$7,534.99","$22,074.56",,"$207,136.66",,"$127,269.00","$226,459.00","$99,190.00",77.94
,1000.4900.1000.51010.990,,Teacher,Salaries,,"$4,842.22","$10,712.93",,"$11,203.93",,"$11,743.00","$11,743.00",$0.00,0.00
,1000.4900.1000.51500.990,,Stipends,,,$0.00,,$0.00,,$0.00,$300.00,$300.00,$0.00,0.00
,1000.4900.1000.52000.990,,Stipends,,,$0.00,,$0.00,,$0.00,$0.00,$5.00,$5.00,0.00
,1000.4900.1000.52010.990,,Teacher,Benefits,,$52.15,"$3,200.47",,,"$2,805.35","$3,496.00","$5,293.00","$1,797.00",51.40
,1000.4900.1000.52300.990,,,Retirement,,$0.00,,$0.00,,$0.00,$14.00,$13.00,($1.00),(7.14)
,1000.4900.1000.52310.990,,,Retirement,,$10.98,,$439.93,,$430.30,$525.00,$569.00,$44.00,8.38
,1000.4900.1000.53000.990,,Purchase,Professional,Services,$0.00,,$368.13,,$442.25,$30.00,$38.00,$8.00,26.67
,1000.4900.1000.53440.990,,GaTE,HS Professional,Services,"$1,098.52","$1,344.69",,,"$2,242.14","$13,055.00","$9,325.00","($3,730.00)",(28.57)
,1000.4900.1000.56100.990,,GaTE,HS Instructional,Supplies,$0.00,,$0.00,,$0.00,$463.00,$213.00,($250.00),(54.00)
,1000.4900.1000.58100.990,,GaTE,Dues &,Fees - Sec,$0.00,,$0.00,,$0.00,$0.00,$250.00,$250.00,0.00
,Program: GIFTED,& TALENTED,- 4900,,,"$6,003.87","$16,066.15",,"$17,123.97",,"$29,626.00","$27,749.00","($1,877.00)",(6.34)
,Function: REGULAR,,INSTRUCTION -,1000,,"$13,538.86","$38,140.71",,"$224,260.63",,"$156,895.00","$254,208.00","$97,313.00",62.02
Cost,Center:,9-12 - 990,,,,"$13,538.86","$38,140.71",,"$224,260.63",,"$156,895.00","$254,208.00","$97,313.00",62.02
Grand,Total:,,,,,"$12,777,724.36","$14,466,857.17",,"$15,322,079.93",,"$17,072,759.00","$18,390,052.00","$1,317,293.00",7.72
,,,,,,,End,of Report,,,,,,
,03/13/2024,,,,,,,,,,,,13,
