,1000.2500.2330.56000.900,,,,Supplies,"$1,070.16",,,"$4,523.67","$6,231.81","$4,300.00","$4,300.00",,$0.00,0.00
,1000.2500.2330.58100.900,,,,Dues & Fees,,$0.00,,$855.98,$578.00,$865.00,$865.00,,$0.00,0.00
,1000.2500.2330.59000.900,,,,Contingency,,$0.00,"$220,000.00",,$0.00,$0.00,$0.00,,$0.00,0.00
Program:,,ADMINISTRATION,- 2500,,,"$550,762.50",,"$762,615.78",,"$524,682.99","$611,481.00","$662,538.00","$51,057.00",,8.35
Function:,SPECIAL,AREA,ADMINISTRATION,,- 2330,"$550,762.50",,"$762,615.78",,"$524,682.99","$611,481.00","$662,538.00","$51,057.00",,8.35
Cost,Center:,SYSTEM WIDE,- 900,,,"$550,762.50",,"$762,615.78",,"$578,240.70","$708,054.00","$778,552.00","$70,498.00",,9.96
,Adopted,04/09/2025,,,,,,,,,,,,Page 31 of 91,
,,,,,,,RSU,No. 5,,,,,,,
Article,2,Special,Education-,,Adopted,,,,,,,,,,
From,Date:,7/1/2025,,To,Date: 6/30/2026,Definition:,FY26,Adopted,,,,,,,
,,,,,,,,,,,,FY26,Dollar,,Percent
,,,,,,FY22 Actual,,FY23,Actual FY24,Actual FY25,Adopted,,Difference,,Difference
,,,,,,,,,,,,Adopted,,,
Account,,,,,Description,,,,,,,,,,
,1000.2100.1000.51210.950,,,,Tutor Salaries/ESY,"$13,800.16",,,"$12,525.15","$12,786.10","$18,000.00","$16,011.00","($1,989.00)",,(11.05)
,1000.2100.1000.52010.950,,,,Benefit,,$0.00,,$270.50,$507.35,$0.00,$715.00,$715.00,,0.00
,1000.2100.1000.52030.950,,,,Benefits,$388.17,,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,1000.2100.1000.52310.950,,,,Retirement,$117.56,,,$491.69,$463.09,$0.00,$538.00,$538.00,,0.00
,1000.2100.1000.52330.950,,,,Retirement,$560.09,,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,1000.2100.1000.53440.950,,,,Purchased Professional,"$5,774.55",,,"$1,424.20","$1,517.65","$1,250.00","$1,250.00",,$0.00,0.00
Program:,REGULAR,,CLASSROOM,PLACEMENT,- 2100,"$20,640.53",,,"$14,711.54","$15,274.19","$19,250.00","$18,514.00",($736.00),,(3.82)
,1000.2400.1000.53440.950,,,,Tutoring Services -,,$0.00,,"$9,109.60",$0.00,"$5,000.00","$7,500.00","$2,500.00",,50.00
,,,,,Hospital/Homebound,ELEM,,,,,,,,,
Program:,,Homebound/Hospital,- 2400,,,,$0.00,,"$9,109.60",$0.00,"$5,000.00","$7,500.00","$2,500.00",,50.00
Function:,REGULAR,,INSTRUCTION,- 1000,,"$20,640.53",,,"$23,821.14","$15,274.19","$24,250.00","$26,014.00","$1,764.00",,7.27
,1000.2800.2110.53440.950,,,,MAINECARE SEED-,,$0.00,,$909.99,$0.00,$0.00,$0.00,,$0.00,0.00
,,,,,SOCIAL WORK,,,,,,,,,,
Program:,OTHER,SPECIAL,PROGRAMS,-,2800,,$0.00,,$909.99,$0.00,$0.00,$0.00,,$0.00,0.00
Function:,Attendance,&,Social Work,- 2110,,,$0.00,,$909.99,$0.00,$0.00,$0.00,,$0.00,0.00
,1000.2800.2140.51010.950,,,,Psychological Services,"$68,177.04",,,"$71,220.21","$45,643.51","$76,709.00","$105,388.00","$28,679.00",,37.39
,,,,,Salary K-8,,,,,,,,,,
,1000.2800.2140.52010.950,,,,Psych Services Benefit,"$10,011.07",,,"$9,616.31","$5,591.16","$26,083.00","$22,008.00","($4,075.00)",,(15.62)
,1000.2800.2140.52310.950,,,,Retirement,"$2,618.01",,,"$2,734.69","$2,040.23","$3,711.00","$4,711.00","$1,000.00",,26.95
,Adopted,04/09/2025,,,,,,,,,,,,Page 32 of 91,
