812,1000-0000-2220-56000-300,,Supplies,,,"2,190.00","2,178.72","1,640.00",535.81,820.00,646.85,"1,440.00",620.00,75.61%
813,1000-0000-2220-56400-300,,Books,,,"11,869.00","11,861.02","11,869.00","7,489.04","12,649.00","7,207.35","12,341.00",-308.00,-2.43%
814,1000-0000-2220-57300-300,,,Equipment,,100.00,0.00,100.00,0.00,100.00,0.00,100.00,0.00,0.00%
,,,,,Totals,"165,149.00","130,817.27","154,322.00","124,411.24","140,818.00","118,170.05","131,251.65","-9,566.35",-6.79%
,,,,,2019,2019,2020,2020,2021,2021,2022,,,
,,,,,Total,Budget Total Activity,Total Budget,Total Activity,Total Budget,YTD Activity,FY22 V1.2,$,Diff %,Diff Notes
815,Function: 2230 -,,INSTRUCTION-RELATED,TECHNOLOGY,,,,,,,,,,
816,,Cost Center:,010 -,DURHAM COMMUNITY,,,,,,,,,,
817,1000-0000-2230-51010-010,,Teacher,Salaries,,"68,359.00","71,298.44","51,937.00","51,937.60",0.00,0.00,0.00,0.00,0.00%
818,1000-0000-2230-51180-010,,Support,Salaries,,"22,472.00",341.02,"46,125.00",0.00,0.00,0.00,0.00,0.00,0.00%
819,1000-0000-2230-51500-010,,Stipends,,,"1,349.00","1,385.00","1,389.00","1,385.02",0.00,"1,423.59","1,422.05","1,422.05",100.00%
,,,,,,,,16 of 24,,,,,,
