From,Date:,7/1/2026,,To,Date: 6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,Description,,,,,,,,,
,1000.0000.2110.51010.020,,,,Social Worker Salaries,$0.00,"$22,513.76",,"$25,264.22","$26,915.00","$28,395.00",,"$1,480.00",5.50
,1000.0000.2110.52010.020,,,,Social Worker Benefits,$0.00,,"$3,626.79","$4,582.26","$5,768.00","$6,158.00",,$390.00,6.76
,1000.0000.2110.52310.020,,,,Social Worker Retirement,$0.00,,"$1,006.20","$1,125.10","$1,203.00","$1,269.00",,$66.00,5.49
Program:,OVERHEAD,- 0000,,,,$0.00,"$27,146.75",,"$30,971.58","$33,886.00","$35,822.00",,"$1,936.00",5.71
Function:,Attendance,& Social,Work,- 2110,,$0.00,"$27,146.75",,"$30,971.58","$33,886.00","$35,822.00",,"$1,936.00",5.71
,1000.0000.2120.51010.020,,,,Guidance Salaries,"$91,711.65","$75,001.20",,"$80,346.88","$86,169.00","$92,073.00",,"$5,904.00",6.85
,1000.0000.2120.52010.020,,,,Benefits,"$21,749.14","$19,435.74",,"$24,429.76","$27,867.00","$29,931.00",,"$2,064.00",7.41
,1000.0000.2120.52310.020,,,,Retirement,"$3,521.64",,"$3,352.45","$3,578.01","$3,852.00","$4,116.00",,$264.00,6.85
,1000.0000.2120.53000.020,,,,Purchased Professional,$300.00,,$391.67,$300.00,$400.00,$400.00,,$0.00,0.00
,1000.0000.2120.54330.020,,,,Software,$333.33,,$333.33,$275.33,$334.00,$500.00,,$166.00,49.70
,1000.0000.2120.56100.020,,,,Supplies,$133.85,,$264.81,$340.96,"$1,100.00","$1,100.00",,$0.00,0.00
,1000.0000.2120.56400.020,,,,Books,$41.96,,$232.47,$348.85,$350.00,$350.00,,$0.00,0.00
,1000.0000.2120.58100.020,,,,Dues & Fees,$0.00,,$0.00,$0.00,$300.00,$300.00,,$0.00,0.00
Program:,OVERHEAD,- 0000,,,,"$117,791.57","$99,011.67",,"$109,619.79","$120,372.00","$128,770.00",,"$8,398.00",6.98
Function:,,COUNSELING -,2120,,,"$117,791.57","$99,011.67",,"$109,619.79","$120,372.00","$128,770.00",,"$8,398.00",6.98
,1000.0000.2130.51010.020,,,,Nurse Salary,"$76,828.38","$80,487.12",,"$94,861.89","$99,078.00","$106,074.00",,"$6,996.00",7.06
,1000.0000.2130.51200.020,,,,Nurse Substitute - MSS,"$1,050.00",,$851.10,"$2,601.91",$0.00,$0.00,,$0.00,0.00
,,,,,,Page,48 of 89,,,,,,,
